Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],"Temp[C],",Time,Latitude,Longitude,Altitude,Speed,Course,Velocity Down,Pressure,GPS Fix,time_since_on,bme680.temperature,bme680.pressure,bme680.altitude,bme680.relative_humidity,mag_x, mag_y, mag_z
1256,355,68.3,0,6.72,1689942506,43.3307,-97.063,381.32,1.11965,296.555,-4.61,97.36,3,3021,23.7554,972.363,346.117,66.6825,-4.15083,52.5577,1.76849
5127,71,19.06,17,6.72,1689942512,43.3306,-97.063,407.11,1.62894,139.987,-4.391,97.06,3,3027,23.7683,971.601,352.68,65.5117,0.204618,50.1608,4.96931
5344,276,47.87,120,6.72,1689942518,43.3305,-97.0629,434.231,2.38315,137.162,-4.557,96.76,3,3033,23.7948,970.264,364.2,64.9182,5.07162,47.8807,2.79158
5833,68,18.65,137,6.72,1689942524,43.3306,-97.0629,461.347,1.58812,23.4966,-4.467,96.45,3,3039,23.8298,968.52,379.251,63.9359,3.44928,48.86,-8.65244
6002,110,22.78,161,6.72,1689942530,43.3306,-97.0628,487.859,2.4298,29.4597,-4.399,96.16,3,3045,23.8683,966.473,396.943,62.8377,-1.2131,50.7454,-11.3417
10746,207,35.26,178,6.72,1689942536,43.3307,-97.0627,514.542,3.46393,47.9846,-4.324,95.87,3,3051,23.9066,964.178,416.813,62.0794,-2.58696,50.6723,-11.444
10906,188,32.01,199,6.72,1689942542,43.3307,-97.0627,541.259,2.68056,84.5933,-4.504,95.56,3,3057,23.9445,961.7,438.311,61.5572,-4.13622,50.7454,-16.2087
12752,216,36.85,296,6.72,1689942548,43.3307,-97.0626,568.055,1.95939,95.8055,-4.605,95.25,3,3063,23.9825,959.089,461.013,60.8966,-13.2564,52.3092,-18.8103
13961,88,20.96,313,6.72,1689942554,43.3307,-97.0625,595.153,2.37732,113.621,-4.563,94.94,3,3069,24.0189,956.386,484.572,59.6618,-25.8258,53.4785,-17.8164
14108,60,17.43,336,6.72,1689942560,43.3307,-97.0624,621.787,2.53866,135.385,-4.526,94.65,3,3075,24.0552,953.606,508.849,58.5266,-32.3005,54.6916,-11.3709
14704,192,32.67,353,6.72,1689942566,43.3306,-97.0623,648.402,2.47646,138.303,-4.548,94.36,3,3081,24.0907,950.796,533.454,57.3256,-34.9898,54.7793,-3.04005
14861,182,31.03,370,6.72,1689942572,43.3305,-97.0623,675.339,2.56782,133.563,-4.607,94.05,3,3087,24.1239,947.924,558.661,56.0602,-36.3636,54.8085,3.49313
15855,227,38.83,387,6.72,1689942578,43.3305,-97.0622,702.823,2.90216,124.318,-4.531,93.76,3,3093,24.1554,945.033,584.09,55.1772,-29.8451,53.7854,13.154
15992,113,23.02,404,6.72,1689942584,43.3305,-97.0621,730.101,2.8419,118.77,-4.544,93.46,3,3099,24.1841,942.129,609.71,55.0067,-24.2911,53.157,16.4718
17065,192,32.67,421,6.72,1689942590,43.3304,-97.062,757.125,2.56004,110.682,-4.554,93.17,3,3105,24.2103,939.211,635.509,55.062,-16.311,52.7039,16.0041
17475,57,16.93,443,6.72,1689942596,43.3304,-97.0619,784.808,2.61058,116.197,-4.574,92.88,3,3111,24.2353,936.29,661.414,55.1687,-13.6948,51.7685,16.3402
19199,143,25.74,460,6.72,1689942602,43.3304,-97.0618,812.41,2.10518,109.63,-4.598,92.59,3,3117,24.2579,933.365,687.403,55.1395,-7.64396,51.2131,14.9956
21015,63,17.91,477,6.72,1689942608,43.3304,-97.0618,840.357,2.19071,107.585,-4.561,92.27,3,3123,24.2778,930.418,713.657,55.0906,-2.03157,50.0292,12.0286
23111,70,18.93,494,6.72,1689942614,43.3303,-97.0617,868.099,1.97106,107.73,-4.598,92,3,3129,24.2946,927.469,739.995,54.9766,0.96463,49.4738,6.21163
24624,79,20.03,511,6.72,1689942620,43.3303,-97.0616,896.378,1.11188,129.492,-4.69,91.7,3,3135,24.3097,924.509,766.502,54.8109,1.49079,50.38,2.68927
25099,120,23.58,528,6.72,1689942626,43.3303,-97.0616,925.073,1.58618,137.918,-4.742,91.42,3,3141,24.3216,921.54,793.168,54.6062,2.17773,49.6931,-4.44314
25686,60,17.43,545,6.72,1689942632,43.3303,-97.0616,953.416,1.80778,146.146,-4.724,91.09,3,3147,24.3321,918.555,820.035,54.4337,2.04618,49.6492,-6.00701
25845,287,50.23,566,6.72,1689942638,43.3302,-97.0615,981.326,1.98466,153.191,-4.595,90.79,3,3153,24.3403,915.573,846.954,54.2032,-1.52002,50.4677,-12.2917
27781,63,17.91,583,6.72,1689942644,43.3302,-97.0615,1008.9,1.7378,143.01,-4.564,90.5,3,3159,24.3472,912.61,873.768,53.7865,-4.44314,51.5639,-15.2295
28339,192,32.67,604,6.72,1689942650,43.3301,-97.0615,1036.52,1.80194,140.874,-4.671,90.2,3,3165,24.3513,909.647,900.656,53.332,-6.43087,51.0085,-15.3172
29556,167,28.76,700,6.72,1689942656,43.3301,-97.0614,1064.44,1.92441,165.2,-4.591,89.9,3,3171,24.3529,906.683,927.618,52.9677,-11.4879,51.8416,-18.138
29895,56,16.76,717,6.72,1689942662,43.33,-97.0614,1092,2.69222,179.893,-4.621,89.63,3,3177,24.3507,903.719,954.643,52.7375,-19.4095,52.8793,-19.7165
30339,63,17.91,741,6.72,1689942668,43.3299,-97.0614,1119.42,3.10626,177.28,-4.558,89.33,3,3183,24.348,900.771,981.615,52.616,-25.1973,53.3616,-17.1295
30995,142,25.64,758,6.72,1689942674,43.3299,-97.0614,1147.23,2.90022,170.569,-4.648,89.02,3,3189,24.3439,897.842,1008.47,52.558,-26.5273,53.9316,-14.7033
31187,188,32.01,775,6.72,1689942680,43.3298,-97.0614,1175.25,3.14125,166.409,-4.696,88.74,3,3195,24.3374,894.917,1035.37,52.3661,-28.7927,54.3408,-13.9141
31325,182,31.03,792,6.72,1689942686,43.3297,-97.0614,1203.42,3.17819,168.303,-4.739,88.39,3,3201,24.3282,891.977,1062.47,52.0912,-30.0497,54.1508,-14.8495
32157,368,72.93,815,6.72,1689942692,43.3296,-97.0613,1231.25,3.38229,171.215,-4.682,88.11,3,3207,24.3173,889.041,1089.61,51.7848,-32.812,53.9754,-13.3733
33383,153,26.9,832,6.72,1689942698,43.3295,-97.0613,1259,3.16458,171.193,-4.66,87.82,3,3213,24.3062,886.118,1116.7,51.5296,-31.5697,55.2908,-10.8448
35143,243,41.74,856,6.72,1689942704,43.3294,-97.0613,1286.52,3.18985,174.408,-4.658,87.57,3,3219,24.2929,883.204,1143.78,51.3504,-26.9512,54.1216,-15.2733
35362,158,27.53,873,6.72,1689942710,43.3293,-97.0613,1314.01,3.68164,167.857,-4.642,87.29,3,3225,24.279,880.311,1170.74,51.5134,-28.7489,53.8439,-15.2002
36762,305,53.88,890,6.72,1689942716,43.3292,-97.0612,1341.12,3.71663,157.029,-4.539,87,3,3231,24.263,877.431,1197.64,51.4922,-29.3774,54.6185,-13.1979
36860,423,97.36,907,6.72,1689942722,43.3291,-97.0612,1368.95,4.09957,157.352,-4.713,86.73,3,3237,24.2454,874.548,1224.64,51.224,-31.979,54.7062,-10.1432
36971,65,18.22,924,6.72,1689942728,43.329,-97.0611,1396.87,5.06955,163.981,-4.672,86.37,3,3243,24.2267,871.668,1251.7,50.7097,-34.069,55.3785,-4.07775
37752,423,97.36,941,6.72,1689942734,43.3288,-97.0611,1424.23,6.26112,168.207,-4.685,86.16,3,3249,24.2056,868.792,1278.78,50.1588,-34.4928,54.6916,3.62467
38050,287,50.23,963,6.72,1689942740,43.3287,-97.061,1451.89,7.18834,172.458,-4.605,85.86,3,3255,24.1839,865.926,1305.84,49.7852,-34.6244,54.3262,4.67699
38521,83,20.46,980,6.72,1689942746,43.3285,-97.061,1479.96,7.58877,175.187,-4.602,85.58,3,3261,24.1599,863.057,1333,49.757,-34.9021,54.4431,5.80239
38626,195,33.17,997,6.72,1689942752,43.3282,-97.061,1508.52,8.06695,175.02,-4.665,85.28,3,3267,24.1349,860.198,1360.14,50.2819,-33.2797,54.7208,6.50394
40755,140,25.42,1018,6.72,1689942758,43.328,-97.0609,1533.97,7.81425,173.392,-4.599,85,3,3273,24.1103,857.337,1387.38,50.9093,-31.2043,54.5308,8.15551
41224,159,27.66,1114,6.72,1689942764,43.3278,-97.0609,1561.54,8.34881,175.189,-4.637,84.73,3,3279,24.0847,854.488,1414.57,51.4246,-32.5051,53.8147,9.3686
41249,348,65.64,1138,6.72,1689942770,43.3276,-97.0609,1590.35,8.85616,174.695,-4.726,84.42,3,3285,24.0585,851.659,1441.65,51.8588,-32.1543,54.0631,9.82169
44840,56,16.76,1155,6.72,1689942776,43.3273,-97.0609,1619,9.21771,172.322,-4.652,84.11,3,3291,24.0302,848.826,1468.83,52.1283,-28.9535,53.9901,13.0079
46662,236,40.44,1172,6.72,1689942782,43.3271,-97.0608,1647.46,9.18661,169.372,-4.748,83.88,3,3297,24.0019,845.99,1496.12,52.2199,-26.2642,53.8439,14.031
47931,49,15.48,1189,6.72,1689942788,43.3268,-97.0607,1676.2,9.41209,168.996,-4.761,83.6,3,3303,23.9732,843.167,1523.36,52.2035,-23.4288,53.42,16.4572
49177,312,55.68,1206,6.72,1689942794,43.3266,-97.0606,1704.5,9.48013,166.326,-4.651,83.31,3,3309,23.9431,840.355,1550.56,52.0724,-19.1318,52.47,16.8956
49743,48,15.29,1223,6.72,1689942800,43.3263,-97.0606,1733.22,9.62009,168.329,-4.663,83.04,3,3315,23.9091,837.546,1577.81,51.8837,-17.0564,52.4262,16.7203
50048,60,17.43,1240,6.72,1689942806,43.326,-97.0605,1761.89,9.47818,169.098,-4.699,82.76,3,3321,23.8743,834.741,1605.1,51.7078,-14.2356,52.0754,17.5826
51508,108,22.63,1261,6.72,1689942812,43.3258,-97.0605,1790.13,9.32462,169.915,-4.69,82.47,3,3327,23.8409,831.949,1632.33,51.393,-11.3563,51.2715,16.7641
51804,176,30.09,1278,6.72,1689942818,43.3255,-97.0604,1817.99,8.85616,166.178,-4.682,82.23,3,3333,23.8046,829.178,1659.43,50.8383,-5.18854,50.9938,12.3794
51951,415,95,1295,6.72,1689942824,43.3253,-97.0603,1846.1,8.51209,158.56,-4.653,81.94,3,3339,23.7681,826.426,1686.42,50.0842,-3.53698,50.76,11.1663
52208,94,21.5,1312,6.72,1689942830,43.3251,-97.0602,1873.93,9.18855,161.028,-4.588,81.66,3,3345,23.7314,823.675,1713.46,49.3081,-1.50541,50.2631,8.12627
53220,195,33.17,1329,6.72,1689942836,43.3248,-97.06,1901.6,8.91447,160.82,-4.521,81.4,3,3351,23.695,820.945,1740.38,48.5916,-1.85618,50.76,7.52704
53833,359,69.86,1346,6.72,1689942842,43.3246,-97.0599,1929.28,9.4879,159.305,-4.472,81.14,3,3357,23.6599,818.243,1767.09,48.1018,1.06694,50,6.21163
55544,238,40.82,1368,6.72,1689942848,43.3243,-97.0598,1956.21,9.80669,160.131,-4.377,80.86,3,3363,23.6247,815.565,1793.63,47.6692,1.15463,49.7661,5.77316
55829,103,22.23,1385,6.72,1689942854,43.3241,-97.0597,1982.05,9.45874,157.599,-4.28,80.6,3,3369,23.5903,812.93,1819.83,47.2872,-1.2131,50.6577,8.4332
55887,211,35.96,1406,6.72,1689942860,43.3238,-97.0595,2007.15,9.27602,160.549,-4.168,80.36,3,3375,23.5564,810.361,1845.43,46.9371,0.803858,49.9854,5.68547
56050,408,90.57,1503,6.72,1689942866,43.3236,-97.0594,2032.16,9.74255,158.725,-4.15,80.12,3,3381,23.5216,807.829,1870.71,46.1938,-0.979246,49.7954,9.38322
56705,233,39.92,1624,6.72,1689942872,43.3233,-97.0593,2057.22,9.6162,160.339,-4.147,79.86,3,3387,23.4866,805.318,1895.85,45.1418,-0.643087,49.7369,7.80473
57499,161,27.93,1641,6.72,1689942878,43.3231,-97.0591,2082.13,9.69978,161.133,-4.09,79.61,3,3393,23.4509,802.838,1920.76,44.5218,-0.979246,50.1754,7.48319
57537,193,32.84,1658,6.72,1689942884,43.3228,-97.0591,2107.02,9.26825,161.079,-4.062,79.38,3,3399,23.42,800.384,1945.45,44.1717,-0.204618,50.0585,4.99854
58089,172,29.49,1675,6.72,1689942890,43.3226,-97.0589,2131.39,9.24687,163.693,-3.962,79.15,3,3405,23.3923,797.978,1969.73,43.9379,0.83309,50.1023,3.08389
60528,176,30.09,1692,6.72,1689942896,43.3224,-97.0588,2155.25,8.51793,166.752,-3.886,78.9,3,3411,23.3677,795.597,1993.82,43.5958,1.73926,50.4238,0.862321
60616,216,36.85,1709,6.72,1689942902,43.3221,-97.0588,2179.06,8.42073,164.256,-3.982,78.69,3,3417,23.3622,793.265,2017.46,43.1238,1.11079,50.4823,-0.467699
61267,359,69.86,1726,6.72,1689942908,43.3219,-97.0587,2203,9.25853,162.117,-3.948,78.44,3,3423,23.3612,790.934,2041.15,42.6235,0.979246,51.0961,3.53698
62832,318,57.28,1747,6.72,1689942914,43.3216,-97.0586,2227.46,9.42764,160.496,-4.096,78.2,3,3429,23.3523,788.626,2064.66,42.1058,0.0876937,50.6285,4.48699
63279,99,21.91,1764,6.72,1689942920,43.3214,-97.0584,2252.67,11.7486,157.762,-4.214,78.02,3,3435,23.3349,786.291,2088.51,41.6786,-1.4031,50.5992,6.34317
63846,131,24.54,1781,6.72,1689942926,43.3211,-97.0583,2277.67,12.1238,158.995,-4.275,77.77,3,3441,23.3077,783.938,2112.59,41.1441,-2.51388,50.76,9.50014
64065,190,32.33,1798,6.72,1689942932,43.3207,-97.0581,2302.79,12.911,157.052,-4.086,77.54,3,3447,23.2728,781.594,2136.63,40.1892,-4.04852,51.1546,11.2979
64394,143,25.74,1815,6.72,1689942938,43.3204,-97.0579,2328.05,13.7663,161.419,-4.35,77.28,3,3453,23.2345,779.234,2160.92,39.1807,-2.89389,50.8038,11.5756
66958,248,42.69,1832,6.72,1689942944,43.32,-97.0577,2354.43,13.2201,156.867,-4.381,77.01,3,3459,23.1935,776.839,2185.61,38.3717,-6.91318,51.4615,12.1456
67157,71,19.06,1854,6.72,1689942950,43.3197,-97.0575,2380.69,14.1045,156.304,-4.342,76.79,3,3465,23.1484,774.447,2210.34,37.7356,-3.42005,50.3654,11.5902
67234,527,155.96,1871,6.72,1689942956,43.3193,-97.0573,2406.68,14.0423,154.24,-4.264,76.52,3,3471,23.1073,772.044,2235.24,37.248,-2.45542,50.6723,9.8363
68272,206,35.07,1892,6.72,1689942962,43.319,-97.057,2432.11,13.9412,156.475,-4.251,76.28,3,3477,23.0683,769.652,2260.08,36.9245,-1.98772,50.76,8.22859
69553,600,203.87,1988,6.72,1689942968,43.3186,-97.0568,2458.15,13.64,156.989,-4.333,76.08,3,3483,23.0304,767.254,2285.06,36.6251,-3.66852,50.7892,12.6863
69667,262,45.24,2005,6.72,1689942974,43.3183,-97.0566,2483.89,14.4058,158.542,-4.305,75.84,3,3489,22.9948,764.858,2310.08,36.4595,-1.85618,50.4238,10.5963
70458,207,35.26,2029,6.72,1689942980,43.3179,-97.0564,2509.9,14.5438,157.721,-4.189,75.61,3,3495,22.9613,762.453,2335.25,36.2885,-5.17392,51.8123,10.6255
71210,201,34.22,2046,6.72,1689942986,43.3175,-97.0562,2534.48,14.0579,162.789,-4.051,75.37,3,3501,22.9278,760.098,2359.96,36.1582,-5.3347,51.9877,8.91552
71442,140,25.42,2063,6.72,1689942992,43.3171,-97.056,2558.28,14.6935,157.878,-4.007,75.16,3,3507,22.8931,757.766,2384.5,36.0913,-8.11166,51.7538,15.551
72118,184,31.36,2080,6.72,1689942998,43.3168,-97.0558,2582.39,15.1425,160.434,-4.117,74.9,3,3513,22.8569,755.464,2408.78,36.0013,-7.14703,51.7246,13.9141
73955,78,19.92,2097,6.72,1689943004,43.3164,-97.0556,2608.83,14.4933,159.383,-4.578,74.68,3,3519,22.8181,753.131,2433.45,35.8419,-8.36013,51.3592,14.6741
75276,88,20.96,2114,6.72,1689943010,43.316,-97.0555,2635.43,14.9015,162.007,-4.487,74.45,3,3525,22.7786,750.773,2458.43,35.7747,-8.30167,51.6662,14.9518
76071,65,18.22,2131,6.72,1689943016,43.3156,-97.0553,2661.41,13.8479,162.063,-4.339,74.18,3,3531,22.7366,748.422,2483.43,35.6326,-8.21397,51.6516,13.7094
76649,355,68.3,2152,6.72,1689943022,43.3152,-97.0551,2687.62,13.9024,162.64,-4.483,73.93,3,3537,22.6945,746.058,2508.62,35.5998,-9.1786,51.1254,14.8641
80504,167,28.76,2169,6.72,1689943028,43.3149,-97.0549,2715.41,13.9996,162.6,-4.676,73.72,3,3543,22.6505,743.648,2534.35,35.561,-8.76936,51.8562,14.1479
81056,62,17.75,2186,6.72,1689943034,43.3145,-97.0548,2741.33,14.3689,156.288,-3.948,73.48,3,3549,22.6068,741.277,2559.75,35.5051,-5.3347,51.2131,13.7679
83157,113,23.02,2203,6.72,1689943040,43.3141,-97.0546,2763.67,14.4758,164.022,-3.588,73.32,3,3555,22.5638,738.999,2584.21,35.4264,-3.49313,50.8915,12.9348
84910,167,28.76,2220,6.72,1689943046,43.3138,-97.0544,2785.11,14.7985,157.308,-3.575,73.1,3,3561,22.5193,736.812,2607.74,35.336,-2.17773,50.4531,10.2602
85508,96,21.67,2237,6.72,1689943052,43.3134,-97.0542,2807.02,15.4594,158.941,-3.695,72.92,3,3567,22.4749,734.677,2630.77,35.2113,-0.935399,51.2715,7.26395
86356,89,21.05,2265,6.72,1689943058,43.313,-97.054,2829.42,15.6091,158.809,-3.773,72.74,3,3573,22.4298,732.566,2653.6,35.1153,-0.657702,51.0669,6.69395
86741,310,55.16,2288,6.72,1689943064,43.3126,-97.0537,2853.27,15.5702,159.676,-3.949,72.5,3,3579,22.3862,730.459,2676.44,35.0596,-1.43233,50.9062,7.60012
87706,67,18.51,2384,6.72,1689943070,43.3122,-97.0535,2874.92,13.9121,163.219,-3.534,72.28,3,3585,22.3443,728.398,2698.83,35.0099,-3.09851,50.7015,9.6463
91651,88,20.96,2401,6.72,1689943076,43.3118,-97.0533,2895.42,14.7888,160.327,-3.61,72.1,3,3591,22.3027,726.394,2720.65,35.046,-4.41391,51.4908,11.1517
93437,54,16.41,2418,6.72,1689943082,43.3114,-97.0531,2917.94,14.4117,156.38,-4.027,71.93,3,3597,22.2601,724.371,2742.73,34.9218,-2.51388,51.2423,9.1786
93529,88,20.96,2441,6.72,1689943088,43.311,-97.0529,2943.56,15.4244,158.338,-4.538,71.71,3,3603,22.2165,722.273,2765.68,34.7977,-1.75387,51.1546,8.69629
94281,295,51.75,2458,6.72,1689943094,43.3106,-97.0527,2971,14.8179,152.123,-4.512,71.47,3,3609,22.1704,720.092,2789.6,34.7019,-2.00234,51.6954,8.7109
95003,211,35.96,2475,6.72,1689943100,43.3103,-97.0525,2998.37,15.8132,156.145,-4.5,71.22,3,3615,22.1237,717.855,2814.18,34.6747,1.00848,50.1023,5.83163
95188,355,68.3,2492,6.72,1689943106,43.3099,-97.0522,3023.94,15.3719,154.981,-4.053,71,3,3621,22.0786,715.637,2838.63,34.6362,0.59924,50.9208,-0.0438468
95250,206,35.07,2509,6.72,1689943112,43.3095,-97.052,3048.86,14.7985,152.795,-4.081,70.81,3,3627,22.0331,713.431,2862.99,34.5921,-0.394621,50.9792,-8.06781
95275,252,43.42,2526,6.72,1689943118,43.3091,-97.0517,3073.58,15.0317,159.421,-4.12,70.57,3,3633,21.9853,711.229,2887.38,34.5705,-5.26162,51.5346,-17.641
96226,199,33.86,2548,6.72,1689943124,43.3087,-97.0515,3099.88,15.0356,157.458,-4.529,70.3,3,3639,21.9335,708.993,2912.21,34.5486,-11.9556,53.6977,-18.3426
96939,358,69.1,2565,6.72,1689943130,43.3083,-97.0513,3127.81,15.2883,155.197,-4.814,70.1,3,3645,21.8814,706.695,2937.79,34.4867,-12.4086,53.3616,-18.6934
97909,486,135.98,2582,6.72,1689943136,43.308,-97.0511,3157.5,15.3719,153.217,-5.064,69.81,3,3651,21.828,704.314,2964.37,34.4418,-13.841,53.9901,-19.2634
98745,60,17.43,2599,6.72,1689943142,43.3076,-97.0508,3187.71,16.5304,150.892,-4.977,69.55,3,3657,21.7745,701.872,2991.7,34.4027,-14.7325,53.917,-20.0234
102783,167,28.76,2616,6.72,1689943148,43.3072,-97.0504,3217.23,15.508,128.805,-4.752,69.28,3,3663,21.7224,699.406,3019.38,34.415,-9.80707,52.7623,-17.8895
103393,158,27.53,2633,6.72,1689943154,43.3069,-97.05,3245.81,13.9238,133.528,-4.837,69.04,3,3669,21.67,696.952,3046.99,33.0833,-3.09851,51.33,-15.8725
103768,158,27.53,2650,6.72,1689943160,43.3067,-97.0496,3274.49,13.5194,132.716,-4.758,68.79,3,3675,21.6189,694.508,3074.58,30.3396,-2.23619,51.71,-11.2832
104067,262,45.24,2675,6.72,1689943166,43.3064,-97.0492,3303.65,14.3184,128.818,-4.883,68.6,3,3681,21.5745,692.07,3102.19,27.9321,1.54925,50.8623,-1.63695
104399,184,31.36,2772,6.72,1689943172,43.3062,-97.0488,3333.25,14.884,128.256,-4.893,68.33,3,3687,21.5558,689.605,3130.16,25.4513,-0.219234,51.5785,5.32008
105023,207,35.26,2789,6.72,1689943178,43.3059,-97.0483,3362.89,15.0609,128.892,-4.93,68.1,3,3693,21.5402,687.151,3158.1,23.832,-5.86086,51.6516,11.5025
107602,207,35.26,2806,6.72,1689943184,43.3057,-97.0479,3392.47,15.0726,128.571,-5.026,67.85,3,3699,21.5179,684.676,3186.36,22.8484,-13.5779,51.9146,16.3987
107965,76,19.69,2823,6.72,1689943190,43.3054,-97.0474,3422.21,16.2272,124.712,-4.937,67.56,3,3705,21.4896,682.193,3214.8,22.1788,-20.1695,53.61,15.3902
108018,329,59.91,2847,6.72,1689943196,43.3052,-97.0469,3452.46,16.443,124.522,-5.11,67.35,3,3711,21.4571,679.698,3243.46,21.7249,-22.4642,53.8585,17.4072
109167,143,25.74,2864,6.72,1689943202,43.3049,-97.0464,3482.52,17.5238,121.746,-5.046,67.05,3,3717,21.4204,677.211,3272.11,21.3449,-30.0058,54.9254,12.3356
109278,65,18.22,2881,6.72,1689943208,43.3046,-97.0458,3512.38,17.5996,125.679,-4.939,66.83,3,3723,21.3827,674.72,3300.9,21.0639,-33.4843,55.1447,7.65858
109736,143,25.74,2899,6.72,1689943214,43.3043,-97.0452,3542.15,17.9669,125.403,-5.082,66.61,3,3729,21.3419,672.219,3329.88,20.7217,-35.5452,56.5186,1.60772
109839,195,33.17,2916,6.72,1689943220,43.304,-97.0447,3572.49,18.3829,125.922,-5.276,66.35,3,3735,21.3009,669.711,3359.03,20.4113,-36.7144,55.9485,-1.91464
112101,99,21.91,2933,6.72,1689943226,43.3037,-97.0441,3602.73,18.4374,125.669,-5.03,66.11,3,3741,21.2609,667.224,3388.03,20.0915,-34.5367,56.0508,-8.93014
113302,248,42.69,2955,6.72,1689943232,43.3034,-97.0435,3632.55,18.6765,127.043,-5.041,65.86,3,3747,21.2193,664.724,3417.27,19.7064,-30.8682,55.2178,-14.791
116108,112,22.94,2977,6.72,1689943238,43.3031,-97.043,3662.61,18.7911,127.569,-5.059,65.56,3,3753,21.1737,662.227,3446.56,19.3071,-26.2204,54.8962,-17.5826
119359,137,25.12,2994,6.72,1689943244,43.3028,-97.0424,3692.82,19.9069,129.976,-5.042,65.35,3,3759,21.131,659.745,3475.76,19.0359,-18.9857,54.487,-18.9126
120069,236,40.44,3102,6.72,1689943250,43.3024,-97.0418,3723.04,19.5959,131.288,-4.989,65.1,3,3765,21.09,657.267,3505.01,18.8262,-13.5925,53.4493,-19.468
121764,352,66.89,3119,6.72,1689943256,43.3021,-97.0413,3753.32,19.0263,133.379,-5.038,64.86,3,3771,21.0517,654.809,3534.1,18.4707,-7.79012,52.3677,-16.8372
122153,71,19.06,3148,6.72,1689943262,43.3017,-97.0408,3783.68,18.8922,135.747,-5.068,64.63,3,3777,21.0169,652.358,3563.21,18.0313,-4.70623,51.9877,-13.2417
125217,49,15.48,3242,6.72,1689943268,43.3013,-97.0403,3814.1,20.387,137.958,-5,64.34,3,3783,20.9859,649.912,3592.35,17.4738,-0.672318,51.6516,-8.62321
125900,131,24.54,3259,6.72,1689943274,43.3009,-97.0397,3843.96,20.6222,140.114,-4.929,64.1,3,3789,20.9556,647.479,3621.41,16.6609,1.35925,51.0523,-5.3347
126027,312,55.68,3277,6.72,1689943280,43.3004,-97.0392,3873.66,21.3298,140.752,-4.964,63.9,3,3795,20.947,645.074,3650.23,15.6779,-0.306928,51.1254,3.8439
126126,372,74.27,3294,6.72,1689943286,43.3,-97.0387,3904,21.186,142.026,-4.933,63.67,3,3801,20.9429,642.672,3679.09,14.7379,-2.16311,51.2423,9.12014
128314,440,109.25,3311,6.72,1689943292,43.2995,-97.0382,3933.55,21.8819,143.381,-5.033,63.44,3,3807,20.9325,640.282,3707.91,14.0476,-11.1809,53.23,14.6741
128909,195,33.17,3335,6.72,1689943298,43.299,-97.0378,3963.27,22.0121,145.094,-5.007,63.2,3,3813,20.912,637.914,3736.54,13.5057,-21.0611,54.0924,16.4426
129743,158,27.53,3352,6.72,1689943304,43.2985,-97.0373,3992.9,22.4514,146.068,-4.944,62.97,3,3819,20.8839,635.554,3765.17,13.0623,-28.9681,54.8962,13.271
129998,152,26.78,3369,6.72,1689943310,43.298,-97.0368,4022.45,22.1423,146.781,-4.931,62.73,3,3825,20.8501,633.214,3793.63,12.6254,-34.7413,55.9778,5.247
130111,176,30.09,3386,6.72,1689943316,43.2975,-97.0364,4051.94,21.9596,148.54,-4.897,62.51,3,3831,20.812,630.882,3822.09,12.3092,-37.1383,55.627,-1.52002
130432,199,33.86,3403,6.72,1689943322,43.2969,-97.0359,4081.07,22.0257,146.258,-4.897,62.28,3,3837,20.7718,628.558,3850.51,12.2268,-34.9459,55.3639,-9.33937
131013,225,38.48,3420,6.72,1689943328,43.2964,-97.0354,4110.42,21.3823,143.437,-5.002,62.06,3,3843,20.7306,626.247,3878.88,12.5158,-28.2666,55.8316,-16.4426
131944,56,16.76,3442,6.72,1689943334,43.296,-97.0349,4139.94,20.4765,139.411,-4.966,61.81,3,3849,20.6866,623.938,3907.31,12.9922,-17.2464,54.3847,-18.9857
132015,142,25.64,3459,6.72,1689943340,43.2956,-97.0344,4169.41,20.7914,137.054,-4.893,61.59,3,3855,20.6439,621.637,3935.72,13.5864,-6.56241,52.6308,-17.5241
132125,137,25.12,3477,6.72,1689943346,43.2952,-97.0339,4198.47,20.2432,135.548,-4.829,61.37,3,3861,20.603,619.358,3963.94,14.0724,-4.64776,52.4554,-15.4925
132292,147,26.19,3495,6.72,1689943352,43.2948,-97.0333,4227.74,21.1782,132.317,-4.834,61.15,3,3867,20.562,617.075,3992.31,14.5411,0.277696,51.3008,-6.34317
133515,305,53.88,3516,6.72,1689943358,43.2944,-97.0327,4257.35,21.9674,130.32,-4.807,60.91,3,3873,20.5423,614.814,4020.47,14.9396,1.46156,51.2131,0.292312
137372,300,52.79,3619,6.72,1689943364,43.294,-97.032,4287.11,22.9821,130.114,-4.855,60.68,3,3879,20.539,612.549,4048.78,15.1103,-2.89389,51.0669,7.55627
138369,156,27.28,3637,6.72,1689943370,43.2935,-97.0314,4316.74,23.538,128.973,-4.981,60.46,3,3885,20.5306,610.288,4077.11,15.2566,-11.8533,53.5516,15.2441
138465,56,16.76,3654,6.72,1689943376,43.2931,-97.0306,4346.45,24.1134,128.29,-4.994,60.25,3,3891,20.5148,608.037,4105.41,15.2999,-18.8249,53.8439,16.3841
139509,184,31.36,3671,6.72,1689943382,43.2927,-97.0299,4376.43,24.6965,127.501,-4.976,60.02,3,3897,20.489,605.779,4133.87,15.289,-24.8904,54.6331,15.7264
