Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],"Temp[C],",Time,Latitude,Longitude,Altitude,Speed,Course,Velocity Down,Pressure,GPS Fix,time_since_on,bme680.temperature,bme680.pressure,bme680.altitude,bme680.relative_humidity,mag_x, mag_y, mag_z
1959296,184,31.36,51982,11.88,1689954608,43.3605,-96.9921,21140,12.7516,259.369,0.432,4.96,3,15124,11.823,46.5417,19663.9,8.16709,-40.0175,59.6609,-3.85852
1959502,184,31.36,52000,11.88,1689954614,43.3604,-96.9926,21137.3,12.8585,259.636,0.417,4.98,3,15130,11.8353,46.5529,19662.8,8.16739,-39.7983,59.4563,-4.66238
1962131,323,58.48,52018,11.88,1689954620,43.3603,-96.993,21134.4,12.9752,259.795,0.429,4.97,3,15136,11.8468,46.5707,19661,8.17659,-39.6229,58.8863,-5.46624
1962718,636,231.85,52040,11.88,1689954626,43.3603,-96.9935,21131.7,13.084,260.151,0.413,4.98,3,15142,11.8583,46.5885,19659.2,8.17685,-39.9298,59.2809,-5.55393
1963311,177,30.25,52058,11.88,1689954632,43.3602,-96.994,21129,13.2162,260.504,0.387,4.98,3,15148,11.8698,46.6029,19657.8,8.16373,-39.7691,59.4855,-4.85238
1963414,199,33.86,52079,11.88,1689954638,43.3602,-96.9945,21126.4,13.3834,260.742,0.408,4.97,3,15154,11.881,46.6257,19655.5,8.16846,-39.7398,60.0701,-4.73546
1963857,51,15.86,52175,11.88,1689954644,43.3601,-96.995,21123.7,13.5855,260.983,0.397,4.98,3,15160,11.8927,46.6384,19654.2,8.16874,-39.7106,59.924,-4.04852
1964465,135,24.92,52193,11.88,1689954650,43.36,-96.9955,21121.2,13.7994,261.019,0.392,4.99,3,15166,11.9034,46.6526,19652.7,8.16006,-40.3245,59.1201,-3.80006
1965287,225,38.48,52218,11.88,1689954656,43.36,-96.9961,21118.8,14.0754,260.925,0.403,4.98,3,15172,11.9144,46.6686,19651.1,8.15139,-40.1929,59.2955,-2.35311
1966997,127,24.18,52236,11.88,1689954662,43.3599,-96.9966,21116.8,14.3222,260.879,0.336,4.99,3,15178,11.9263,46.6847,19649.5,8.15614,-40.1198,59.1932,-1.62233
1968220,79,20.03,52254,11.88,1689954668,43.3598,-96.9971,21115.2,14.5749,260.73,0.281,4.99,3,15184,11.9361,46.7038,19647.6,8.15191,-39.6375,59.6024,0.745396
1969289,236,40.44,52272,11.88,1689954674,43.3598,-96.9977,21114.3,14.8354,260.689,0.25,4.99,3,15190,11.9468,46.7231,19645.6,8.1477,-39.1552,59.6317,1.88541
1969741,211,35.96,52290,11.88,1689954680,43.3597,-96.9982,21113.6,15.0706,260.674,0.195,5,3,15196,11.9573,46.7339,19644.6,8.14795,-38.9068,58.8717,4.85238
1969776,88,20.96,52308,11.88,1689954686,43.3596,-96.9988,21113,15.3253,260.656,0.146,5,3,15202,11.9693,46.7485,19643.1,8.14376,-36.8313,58.7255,7.38088
1972292,83,20.46,52326,11.88,1689954692,43.3596,-96.9994,21112.3,15.5566,260.722,0.095,5,3,15208,11.9804,46.7576,19642.2,8.13063,-35.8813,58.5647,9.73399
1973117,96,21.67,52347,11.88,1689954698,43.3595,-97,21111.9,15.7821,260.804,0.015,4.99,3,15214,11.9923,46.7721,19640.7,8.13984,-34.6098,58.8571,10.874
1973139,143,25.74,52365,11.88,1689954704,43.3594,-97.0006,21112.1,15.9667,260.806,-0.043,5,3,15220,12.0046,46.7799,19639.9,8.13567,-33.762,58.8863,12.014
1975208,195,33.17,52383,11.88,1689954710,43.3594,-97.0012,21112.8,16.1281,260.871,-0.12,5,3,15226,12.0163,46.7808,19639.9,8.12255,-32.8705,58.3893,13.1102
1976896,193,32.84,52401,11.88,1689954716,43.3593,-97.0018,21113.9,16.2447,260.774,-0.165,4.99,3,15232,12.0279,46.7833,19639.6,8.12729,-31.1459,58.4624,13.5925
1977194,76,19.69,52422,11.88,1689954722,43.3592,-97.0024,21115.1,16.3516,260.679,-0.222,4.99,3,15238,12.0386,46.789,19639,8.11861,-31.0874,57.9363,14.5425
1979774,291,50.97,52526,11.88,1689954728,43.3591,-97.003,21116.8,16.4352,260.672,-0.282,4.99,3,15244,12.0503,46.7933,19638.6,8.12336,-30.7951,57.4393,14.4548
1980214,167,28.76,52544,11.88,1689954734,43.3591,-97.0036,21118.6,16.4644,260.692,-0.34,4.99,3,15250,12.0614,46.7855,19639.4,8.11022,-31.2628,58.2724,13.6071
1981448,63,17.91,52562,11.88,1689954740,43.359,-97.0042,21120.7,16.5013,260.671,-0.347,4.99,3,15256,12.0734,46.7746,19640.5,8.11051,-31.3066,57.7316,13.2417
1984661,52,16.04,52580,11.88,1689954746,43.3589,-97.0049,21123.2,16.5052,260.687,-0.431,4.98,3,15262,12.0845,46.7617,19641.8,8.11523,-31.5405,58.0386,12.6863
1984825,89,21.05,52598,11.88,1689954752,43.3588,-97.0055,21126,16.4896,260.738,-0.477,4.99,3,15268,12.0964,46.7541,19642.5,8.11551,-31.8328,58.3309,12.9056
1985415,224,38.29,52616,11.88,1689954758,43.3588,-97.0061,21128.9,16.4177,260.877,-0.507,4.99,3,15274,12.1058,46.7375,19644.2,8.11573,-32.8705,58.2724,12.0871
1986206,96,21.67,52641,11.88,1689954764,43.3587,-97.0067,21131.9,16.3555,260.984,-0.53,4.97,3,15280,12.1179,46.7198,19646,8.11601,-34.4051,58.1701,11.0786
1990398,161,27.93,52663,11.88,1689954770,43.3586,-97.0073,21134.9,16.2816,261.144,-0.524,4.98,3,15286,12.1288,46.6967,19648.3,8.11628,-34.2298,58.0532,11.1371
1991083,88,20.96,52681,11.88,1689954776,43.3586,-97.0079,21137.9,16.1942,261.236,-0.522,4.98,3,15292,12.1402,46.6805,19649.9,8.11654,-34.7267,58.5501,10.5525
1991795,49,15.48,52699,11.88,1689954782,43.3585,-97.0085,21140.9,16.0853,261.477,-0.52,4.97,3,15298,12.1519,46.6644,19651.5,8.09896,-34.9605,58.2286,10.1432
1995131,209,35.61,52717,11.88,1689954788,43.3584,-97.0091,21144.1,16.0095,261.843,-0.531,4.97,3,15304,12.1636,46.6516,19652.8,8.10816,-35.3551,58.404,10.304
1995562,103,22.23,52734,11.88,1689954794,43.3584,-97.0097,21146.8,15.9104,262.129,-0.464,4.97,3,15310,12.1747,46.6338,19654.6,8.10396,-36.4367,58.4186,9.42707
1996740,255,43.96,52759,11.88,1689954800,43.3583,-97.0103,21149.4,15.8482,262.384,-0.456,4.98,3,15316,12.1866,46.6177,19656.3,8.09978,-36.6998,58.8132,10.1725
1997392,88,20.96,52777,11.88,1689954806,43.3582,-97.0109,21152,15.7626,262.68,-0.425,4.96,3,15322,12.1974,46.5963,19658.4,8.09557,-37.0359,58.4478,8.87167
2000671,222,37.96,52798,11.88,1689954812,43.3582,-97.0115,21154.5,15.6868,263.007,-0.392,4.96,3,15328,12.2083,46.5731,19660.7,8.09582,-38.2052,58.8571,7.36627
2002448,124,23.92,52895,11.88,1689954818,43.3581,-97.0121,21156.8,15.5819,263.383,-0.358,4.97,3,15334,12.2185,46.5448,19663.6,8.09159,-37.8544,58.974,6.9278
2002534,423,97.36,52913,11.88,1689954824,43.3581,-97.0127,21159,15.4983,263.664,-0.313,4.96,3,15340,12.2286,46.5216,19665.9,8.08291,-38.7314,59.0032,5.55393
2002689,227,38.83,52938,11.88,1689954830,43.358,-97.0133,21160.9,15.3972,263.94,-0.285,4.96,3,15346,12.2396,46.5052,19667.6,8.07424,-37.9421,59.3101,5.15931
2004126,118,23.42,52956,11.88,1689954836,43.358,-97.0139,21162.6,15.3058,264.206,-0.232,4.95,3,15352,12.2501,46.494,19668.7,8.06556,-38.8775,59.1494,4.99854
2004202,79,20.03,52974,11.88,1689954842,43.358,-97.0144,21163.9,15.2106,264.298,-0.155,4.96,3,15358,12.2605,46.4758,19670.6,8.0658,-38.9652,59.0032,4.1216
2005120,240,41.21,52992,11.88,1689954848,43.3579,-97.015,21165.2,15.1523,264.427,-0.089,4.96,3,15364,12.2702,46.4593,19672.2,8.05265,-38.936,59.1201,3.94621
2005747,227,38.83,53010,11.88,1689954854,43.3579,-97.0156,21166,15.1056,264.54,-0.039,4.95,3,15370,12.2806,46.4479,19673.4,8.04396,-38.9944,59.6609,2.95235
2006200,108,22.63,53028,11.88,1689954860,43.3578,-97.0161,21166.6,15.0512,264.733,-0.028,4.96,3,15376,12.2909,46.4418,19674,8.0442,-39.3744,59.4124,2.45542
2007898,78,19.92,53046,11.88,1689954866,43.3578,-97.0167,21166.6,15.0123,264.736,0.039,4.95,3,15382,12.3011,46.4371,19674.5,8.03998,-40.1198,59.4417,2.41158
2009071,179,30.55,53067,11.88,1689954872,43.3578,-97.0173,21166.1,15.0356,264.702,0.098,4.95,3,15388,12.3107,46.441,19674.1,8.03574,-39.5937,59.354,1.53464
2012043,195,33.17,53085,11.88,1689954878,43.3577,-97.0179,21165,15.0337,264.531,0.208,4.95,3,15394,12.321,46.4347,19674.7,8.03598,-39.5498,59.6609,1.49079
2012415,324,58.89,53103,11.88,1689954884,43.3577,-97.0184,21163.5,15.0862,264.46,0.277,4.95,3,15400,12.3302,46.4418,19674,8.03173,-39.316,59.6317,1.72464
2014282,78,19.92,53121,11.88,1689954890,43.3577,-97.019,21161.5,15.1562,264.453,0.351,4.94,3,15406,12.3402,46.4474,19673.4,8.03196,-39.9445,59.3686,0.83309
2015505,65,18.22,53142,11.88,1689954896,43.3576,-97.0196,21158.9,15.2436,264.439,0.419,4.96,3,15412,12.3513,46.4549,19672.7,8.0233,-39.3744,58.8717,0.993861
2019854,152,26.78,53245,11.88,1689954902,43.3576,-97.0201,21155.8,15.3466,264.432,0.587,4.95,3,15418,12.3616,46.4707,19671.1,8.02354,-39.5937,58.9886,0.380006
2019908,152,26.78,53263,11.88,1689954908,43.3575,-97.0207,21152.2,15.4633,264.542,0.647,4.97,3,15424,12.3722,46.4866,19669.5,8.01932,-39.9152,59.4124,0.993861
2022995,71,19.06,53281,11.88,1689954914,43.3575,-97.0213,21148.1,15.5935,264.68,0.706,4.97,3,15430,12.3816,46.5039,19667.7,8.01508,-39.8275,59.5148,1.43233
2025588,63,17.91,53387,11.88,1689954920,43.3574,-97.0219,21143.5,15.7393,264.719,0.796,4.97,3,15436,12.3909,46.5365,19664.4,8.0153,-39.8714,59.5732,1.24233
2026417,192,32.67,53405,11.88,1689954926,43.3574,-97.0225,21138.5,15.8968,264.84,0.81,4.97,3,15442,12.4005,46.5523,19662.9,8.01998,-38.8629,59.164,1.28617
2027025,143,25.74,53423,11.88,1689954932,43.3574,-97.0231,21133.3,16.0523,264.612,0.92,4.98,3,15448,12.4107,46.5816,19659.9,8.0113,-39.8714,59.2809,2.35311
2027746,316,56.81,53447,11.88,1689954938,43.3573,-97.0237,21127.8,16.2155,264.474,0.941,4.98,3,15454,12.4196,46.6073,19657.3,8.00259,-39.1114,59.3832,3.23005
2028026,399,87.3,53465,11.88,1689954944,43.3573,-97.0243,21122.2,16.4099,264.125,0.976,5,3,15460,12.4292,46.6434,19653.7,8.0028,-38.6583,59.4271,4.32622
2028217,207,35.26,53487,11.88,1689954950,43.3572,-97.0249,21116.4,16.6063,263.517,1.014,4.99,3,15466,12.437,46.6774,19650.3,7.99853,-38.3075,59.0909,5.64162
2029845,56,16.76,53505,11.88,1689954956,43.3572,-97.0256,21110.4,16.7326,262.88,0.984,5.01,3,15472,12.4456,46.7183,19646.1,7.99873,-37.9421,58.9594,6.40164
2029876,312,55.68,53523,11.88,1689954962,43.3571,-97.0262,21104.2,16.8395,262.03,0.961,5,3,15478,12.4558,46.7579,19642.2,8.00343,-37.8398,58.7693,6.82549
2030705,56,16.76,53541,11.88,1689954968,43.357,-97.0268,21098.5,16.8998,261.28,0.943,5.01,3,15484,12.4646,46.8022,19637.7,8.00363,-36.6267,59.2955,8.69629
2031538,240,41.21,53565,11.88,1689954974,43.357,-97.0275,21093.1,16.9562,260.629,0.821,5.02,3,15490,12.4745,46.8418,19633.7,7.9994,-35.9982,58.7693,9.58784
2031920,287,50.23,53586,11.88,1689954980,43.3569,-97.0281,21088.2,17.0261,259.938,0.731,5.01,3,15496,12.4837,46.8812,19629.8,7.99515,-35.2382,58.6817,10.0117
2032266,78,19.92,53683,11.88,1689954986,43.3568,-97.0287,21083.7,17.065,259.225,0.684,5.02,3,15502,12.4923,46.9187,19626,7.99536,-34.449,58.974,10.7425
2033527,166,28.62,53701,11.88,1689954992,43.3567,-97.0294,21079.7,17.1447,258.577,0.584,5.03,3,15508,12.5021,46.9702,19620.9,8.00004,-33.4405,58.0678,12.1163
2034422,281,48.9,53719,11.88,1689954998,43.3566,-97.03,21076.3,17.1933,257.962,0.5,5.03,3,15514,12.5107,47.0094,19616.9,8.00024,-32.3297,57.7609,12.7887
2034716,70,18.93,53743,11.88,1689955004,43.3565,-97.0307,21073.6,17.2555,257.292,0.435,5.03,3,15520,12.52,47.0335,19614.5,7.996,-31.2335,57.7901,13.4756
2034817,96,21.67,53761,11.88,1689955010,43.3564,-97.0313,21071.5,17.3274,256.673,0.343,5.03,3,15526,12.5302,47.068,19611.1,7.99178,-28.7197,57.7024,13.5779
2035344,71,19.06,53779,11.88,1689955016,43.3563,-97.0319,21069.9,17.3857,256.332,0.263,5.02,3,15532,12.539,47.0988,19608,7.98751,-27.1996,56.8401,16.0625
2036634,124,23.92,53797,11.88,1689955022,43.3562,-97.0326,21068.7,17.4363,255.995,0.136,5.03,3,15538,12.5487,47.1213,19605.8,7.98328,-25.1242,56.5186,15.6095
2037500,248,42.69,53815,11.88,1689955028,43.3561,-97.0332,21068.1,17.479,255.806,0.0470001,5.03,3,15544,12.5589,47.144,19603.5,7.97013,-22.5373,56.6208,15.7995
2039144,297,52.13,53833,11.88,1689955034,43.3559,-97.0339,21068.3,17.5296,255.549,-0.00999999,5.03,3,15550,12.5696,47.1582,19602.1,7.97038,-20.7542,56.1678,16.8956
2040985,316,56.81,53855,11.88,1689955040,43.3558,-97.0345,21069,17.5704,255.546,-0.16,5.05,3,15556,12.5816,47.1709,19600.8,7.95727,-18.3134,56.3724,16.4718
2043395,318,57.28,53873,11.88,1689955046,43.3557,-97.0352,21070,17.551,255.488,-0.231,5.03,3,15562,12.5966,47.1691,19601,7.95762,-17.1587,56.1239,16.311
2044055,112,22.94,53891,11.88,1689955052,43.3556,-97.0358,21071.4,17.5296,255.539,-0.351,5.03,3,15568,12.6144,47.168,19601.1,7.94911,-15.3172,55.6124,15.1564
2044859,334,61.44,53909,11.88,1689955058,43.3555,-97.0364,21073.1,17.481,255.73,-0.419,5.03,3,15574,12.6359,47.1658,19601.3,7.94515,-13.344,55.437,13.4171
2045338,156,27.28,53927,11.88,1689955064,43.3553,-97.0371,21075.3,17.4499,255.969,-0.518,5.02,3,15580,12.6595,47.1506,19602.8,7.94569,-12.5694,55.3055,14.3671
2046572,60,17.43,53948,11.88,1689955070,43.3552,-97.0377,21078,17.3702,256.247,-0.55,5.03,3,15586,12.6837,47.139,19604,7.93733,-11.8094,54.8524,14.1917
2049006,54,16.41,54052,11.88,1689955076,43.3551,-97.0384,21081.1,17.1,256.01,-0.525,5.02,3,15592,12.7089,47.1173,19606.1,7.94684,-11.1079,55.9485,13.0663
2049040,65,18.22,54069,11.88,1689955082,43.355,-97.039,21084.6,17.2866,257.257,-0.612,5.02,3,15598,12.7343,47.099,19608,7.93851,-10.7863,55.7878,12.5987
2049336,152,26.78,54087,11.88,1689955088,43.3549,-97.0396,21087.6,17.2924,257.83,-0.618,5.02,3,15604,12.7616,47.0796,19609.9,7.95253,-10.0994,55.2178,12.7302
2055608,78,19.92,54105,11.88,1689955094,43.3548,-97.0403,21090.7,17.2924,258.37,-0.56,5.01,3,15610,12.7898,47.0551,19612.4,7.93979,-9.48553,54.867,11.9263
2056472,60,17.43,54123,11.88,1689955100,43.3547,-97.0409,21093.6,17.3371,258.989,-0.466,5.02,3,15616,12.8165,47.0286,19615,7.94041,-9.50014,55.0716,12.0871
2056560,135,24.92,54141,11.88,1689955106,43.3546,-97.0416,21096.1,17.3605,259.611,-0.394,5.01,3,15622,12.845,47.0094,19616.9,7.93661,-9.50014,54.6478,12.4233
2057502,56,16.76,54165,11.88,1689955112,43.3545,-97.0422,21097.9,17.3294,260.179,-0.302,5.01,3,15628,12.8724,46.9865,19619.2,7.92386,-9.67553,55.1301,12.2333
2057756,83,20.46,54183,11.88,1689955118,43.3544,-97.0429,21099.3,17.2808,260.744,-0.243,5,3,15634,12.9001,46.962,19621.7,7.92897,-9.57322,54.2531,12.2333
2058716,350,66.46,54201,11.88,1689955124,43.3544,-97.0435,21100.4,17.2302,261.209,-0.206,5,3,15640,12.9277,46.9442,19623.5,7.92514,-10.1871,54.4577,12.5548
2059100,179,30.55,54223,11.88,1689955130,43.3543,-97.0439,21100.9,17.1777,261.386,-0.157,5.01,3,15646,12.9564,46.9317,19624.7,7.92581,-10.9617,54.6185,13.6217
2059969,56,16.76,54241,11.88,1689955136,43.3542,-97.0448,21101.9,17.0942,261.735,-0.188,5,3,15652,12.9827,46.9154,19626.3,7.92195,-11.1517,55.2031,12.511
2061453,161,27.93,54259,11.88,1689955142,43.3542,-97.0454,21102.6,17.0786,261.923,-0.153,5,3,15658,13.0097,46.9061,19627.3,7.91365,-12.4233,55.3055,13.9287
2061648,281,48.9,54283,11.88,1689955148,43.3541,-97.0461,21103.4,17.065,261.962,-0.127,5,3,15664,13.0368,46.8932,19628.6,7.90535,-12.9348,55.6124,13.8264
2063115,83,20.46,54304,11.88,1689955154,43.354,-97.0467,21104,17.032,262.015,-0.077,5.01,3,15670,13.062,46.8851,19629.4,7.90147,-14.1041,55.5393,14.0602
2063245,78,19.92,54401,11.88,1689955160,43.354,-97.0474,21104.4,17.0203,262.052,-0.057,5.01,3,15676,13.0872,46.8737,19630.5,7.88866,-14.0602,55.2178,14.4841
2064203,184,31.36,54419,11.88,1689955166,43.3539,-97.048,21104.6,17.0184,261.954,0.00399995,5,3,15682,13.1124,46.8758,19630.3,7.89817,-15.1272,55.8901,14.9371
2065266,152,26.78,54437,11.88,1689955172,43.3538,-97.0486,21104.7,16.995,261.772,0.103,5,3,15688,13.1361,46.8657,19631.3,7.88533,-16.121,55.7439,15.741
2065655,156,27.28,54461,11.88,1689955178,43.3538,-97.0493,21104.2,16.9542,261.39,0.157,5,3,15694,13.1597,46.8708,19630.8,7.87695,-16.0772,55.8024,15.2148
2067021,271,46.93,54479,11.88,1689955184,43.3537,-97.0499,21103.4,16.9309,260.985,0.252,5,3,15700,13.1818,46.8773,19630.2,7.88639,-16.3549,56.0801,15.2148
2069091,248,42.69,54497,11.88,1689955190,43.3536,-97.0506,21101.9,16.9076,260.619,0.359,5,3,15706,13.2036,46.882,19629.7,7.87796,-17.0126,55.7732,15.4195
2069674,108,22.63,54515,11.88,1689955196,43.3535,-97.0512,21100,16.9309,260.093,0.449,5,3,15712,13.2253,46.8936,19628.5,7.86954,-17.1003,55.9924,16.3549
2071174,96,21.67,54533,11.88,1689955202,43.3535,-97.0518,21097.5,16.9542,259.661,0.504,5.01,3,15718,13.2452,46.9031,19627.6,7.87446,-17.2464,55.9193,15.1564
2072763,62,17.75,54550,11.88,1689955208,43.3534,-97.0525,21094.5,16.9834,259.068,0.609,5.02,3,15724,13.2673,46.9182,19626.1,7.86158,-17.9187,56.0362,15.3464
2073103,51,15.86,54572,11.88,1689955214,43.3533,-97.0531,21091.1,17.0436,258.482,0.652,5.02,3,15730,13.2892,46.9399,19623.9,7.85315,-18.021,55.8462,15.4633
2075058,344,64.67,54590,11.88,1689955220,43.3532,-97.0537,21087.2,17.1292,257.78,0.736,5.02,3,15736,13.3099,46.9597,19621.9,7.8581,-18.401,56.2555,15.8141
2075332,103,22.23,54608,11.88,1689955226,43.3531,-97.0544,21083.2,17.2244,257.164,0.747,5.02,3,15742,13.3292,46.9809,19619.8,7.85408,-19.5703,56.4309,15.2148
2075599,206,35.07,54626,11.88,1689955232,43.353,-97.055,21079,17.3196,256.58,0.765,5.03,3,15748,13.3474,47.0122,19616.7,7.85003,-20.0672,56.5186,16.1502
2076195,51,15.86,54644,11.88,1689955238,43.3529,-97.0557,21074.6,17.4596,255.83,0.773,5.03,3,15754,13.3636,47.0395,19613.9,7.84594,-20.7542,56.0362,15.4341
2076944,140,25.42,54665,11.88,1689955244,43.3527,-97.0563,21070.3,17.551,255.281,0.745,5.03,3,15760,13.3786,47.0683,19611,7.83736,-21.6603,56.7524,16.3549
2079892,56,16.76,54769,11.88,1689955250,43.3526,-97.0569,21066,17.652,254.468,0.734,5.03,3,15766,13.3917,47.1035,19607.5,7.85552,-21.9965,56.6355,16.3987
2083491,78,19.92,54787,11.88,1689955256,43.3525,-97.0576,21061.9,17.7454,254.018,0.685,5.04,3,15772,13.4048,47.1301,19604.9,7.84243,-21.3096,56.5478,16.7495
2083610,120,23.58,54804,11.88,1689955262,43.3523,-97.0582,21058,17.8212,253.352,0.681,5.04,3,15778,13.4161,47.1786,19600,7.84269,-21.368,56.6355,16.311
2084795,103,22.23,54822,11.88,1689955268,43.3522,-97.0589,21054.3,17.8931,252.725,0.621,5.04,3,15784,13.4269,47.2047,19597.4,7.83401,-20.4326,56.1239,16.6326
2085058,216,36.85,54840,11.88,1689955274,43.3521,-97.0595,21051,17.965,252.267,0.531,5.04,3,15790,13.4396,47.2331,19594.6,7.82983,-19.4095,56.0801,16.6179
2085105,335,61.77,54857,11.88,1689955280,43.3519,-97.0602,21048.2,18.033,251.773,0.478,5.05,3,15796,13.4529,47.2631,19591.6,7.83014,-19.2926,56.0655,16.1795
2086412,209,35.61,54878,11.88,1689955286,43.3517,-97.0608,21045.7,18.0816,251.33,0.381,5.05,3,15802,13.4677,47.2988,19588.1,7.83941,-18.0357,56.2701,16.0918
2087092,99,21.91,54896,11.88,1689955292,43.3516,-97.0615,21043.7,18.1458,250.994,0.301,5.05,3,15808,13.4837,47.3209,19585.9,7.82639,-17.6703,56.0362,15.741
2087230,216,36.85,55003,11.88,1689955298,43.3514,-97.0621,21042.1,18.1866,250.736,0.168,5.06,3,15814,13.5001,47.3449,19583.5,7.83123,-16.881,56.007,15.741
2088748,262,45.24,55021,11.88,1689955304,43.3512,-97.0628,21041.1,18.2294,250.412,0.096,5.05,3,15820,13.5171,47.3555,19582.4,7.83162,-16.2525,56.1385,16.0479
2090163,412,92.93,55045,11.88,1689955310,43.3511,-97.0634,21040.6,18.243,250.133,0.026,5.05,3,15826,13.5351,47.3679,19581.2,7.8231,-16.6326,55.9485,16.311
2091395,332,61.17,55070,11.88,1689955316,43.3509,-97.0641,21040.8,18.278,249.873,-0.092,5.05,3,15832,13.5544,47.3806,19579.9,7.83248,-15.8579,55.5831,16.1064
2094954,236,40.44,55088,11.88,1689955322,43.3507,-97.0648,21041.4,18.3032,249.66,-0.166,5.05,3,15838,13.5753,47.392,19578.8,7.83296,-15.6825,55.7585,15.931
2095892,56,16.76,55109,11.88,1689955328,43.3505,-97.0654,21042.4,18.2624,249.582,-0.258,5.05,3,15844,13.5954,47.3965,19578.3,7.82896,-15.3756,55.5685,15.6387
2096021,96,21.67,55206,11.88,1689955334,43.3504,-97.066,21043.8,18.2877,249.348,-0.315,5.05,3,15850,13.6159,47.3958,19578.4,7.82944,-14.9371,55.9485,15.2879
2096307,393,83.55,55224,11.88,1689955340,43.3502,-97.0667,21045.7,18.2605,249.403,-0.404,5.05,3,15856,13.6366,47.3867,19579.3,7.82545,-14.5718,55.3201,15.9018
2096354,207,35.26,55249,11.88,1689955346,43.35,-97.0674,21048.1,18.2235,249.342,-0.504,5.04,3,15862,13.6579,47.3659,19581.4,7.82594,-14.2941,55.2908,16.0333
2098091,176,30.09,55267,11.88,1689955352,43.3498,-97.068,21050.8,18.208,249.292,-0.521,5.05,3,15868,13.6794,47.3553,19582.4,7.8309,-13.8264,55.0862,16.121
2098599,422,97.97,55285,11.88,1689955358,43.3497,-97.0686,21053.9,18.1477,249.503,-0.607,5.04,3,15874,13.7017,47.3363,19584.3,7.82248,-13.841,54.7793,15.361
2099642,249,42.85,55303,11.88,1689955364,43.3495,-97.0693,21057.2,18.1205,249.47,-0.612,5.04,3,15880,13.7237,47.3106,19586.9,7.81406,-13.0079,55.0278,14.981
2101730,217,37.04,55321,11.88,1689955370,43.3493,-97.0699,21060.6,18.0972,249.748,-0.638,5.04,3,15886,13.7462,47.2882,19589.1,7.81011,-13.0225,55.057,15.4925
2101783,192,32.67,55339,11.88,1689955376,43.3491,-97.0706,21064,18.0661,249.931,-0.649,5.02,3,15892,13.7687,47.2659,19591.3,7.80616,-13.1102,54.9254,15.5656
2103416,63,17.91,55357,11.88,1689955382,43.349,-97.0712,21067.2,18.0972,250.116,-0.573,5.04,3,15898,13.7913,47.2386,19594.1,7.81115,-13.2856,54.8816,15.8579
2104251,240,41.21,55379,11.88,1689955388,43.3488,-97.0718,21070,18.0758,250.252,-0.512,5.04,3,15904,13.8134,47.2127,19596.6,7.80719,-13.3002,54.7501,15.9018
2105202,103,22.23,55397,11.88,1689955394,43.3486,-97.0725,21072.3,17.9903,250.17,-0.442,5.02,3,15910,13.8366,47.1838,19599.5,7.80772,-13.6802,55.0862,15.3318
2106642,152,26.78,55415,11.88,1689955400,43.3484,-97.0731,21074.9,18.0175,250.563,-0.446,5.03,3,15916,13.8595,47.1599,19601.9,7.79932,-14.5133,55.2762,15.2733
2107466,316,56.81,55433,11.88,1689955406,43.3483,-97.0738,21077,17.9611,250.803,-0.422,5.02,3,15922,13.8818,47.146,19603.3,7.80877,-13.7679,55.437,15.0979
2108331,150,26.54,55454,11.88,1689955412,43.3481,-97.0744,21078.9,17.8931,251.043,-0.356,5.03,3,15928,13.9062,47.1224,19605.6,7.79145,-15.1272,55.6124,15.3172
2108437,88,20.96,55558,11.88,1689955418,43.348,-97.075,21080.5,17.8406,251.198,-0.317,5.03,3,15934,13.9294,47.1054,19607.3,7.79646,-14.9664,55.5977,15.6533
2108519,193,32.84,55576,11.88,1689955424,43.3478,-97.0757,21082,17.7706,251.297,-0.242,5.02,3,15940,13.9523,47.0933,19608.6,7.79252,-15.4049,55.1739,16.5741
2109568,167,28.76,55594,11.88,1689955430,43.3477,-97.0763,21083.1,17.6968,251.43,-0.179,5.02,3,15946,13.9736,47.0792,19610,7.78854,-16.2087,55.4808,16.4133
2109765,137,25.12,55612,11.88,1689955436,43.3475,-97.077,21084,17.6618,251.562,-0.129,5.01,3,15952,13.9956,47.0585,19612,7.78905,-16.6033,55.4516,16.7349
2110477,240,41.21,55630,11.88,1689955442,43.3473,-97.0776,21084.8,17.5898,251.473,-0.0190001,5.01,3,15958,14.0165,47.0494,19612.9,7.80294,-17.0272,54.9985,16.0041
2110516,259,44.69,55648,11.88,1689955448,43.3472,-97.0782,21085.5,17.549,251.428,0.052,5.02,3,15964,14.0376,47.0456,19613.3,7.79448,-17.2903,55.2908,16.3256
2110585,76,19.69,55670,11.88,1689955454,43.347,-97.0789,21085.5,17.5082,251.389,0.163,5.01,3,15970,14.0575,47.0449,19613.4,7.79942,-18.0357,55.3055,16.3256
2110936,79,20.03,55688,11.88,1689955460,43.3469,-97.0795,21084.9,17.481,251.358,0.23,5.03,3,15976,14.0777,47.0475,19613.1,7.79094,-18.3864,55.8316,17.261
2111837,227,38.83,55705,11.88,1689955466,43.3467,-97.0801,21083.7,17.4479,251.281,0.327,5.01,3,15982,14.0986,47.0453,19613.4,7.8093,-19.0587,55.9632,18.1087
2114210,140,25.42,55723,11.88,1689955472,43.3466,-97.0807,21082,17.4713,251.337,0.422,5.02,3,15988,14.1165,47.0526,19612.6,7.79631,-19.658,55.9924,16.501
