Event,Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],"Temp[C],"
2331,2273455,327,59.28,60198,12.09
2332,2273588,284,49.41,60219,12.2
2333,2273982,115,23.18,60237,12.09
2334,2274413,56,16.76,60255,11.98
2335,2274476,62,17.75,60273,12.09
2336,2275445,327,59.28,60291,12.09
2337,2275801,164,28.34,60309,12.09
2338,2276215,150,26.54,60331,12.09
2339,2276544,78,19.92,60352,12.09
2340,2277089,195,33.17,60449,12.2
2341,2277286,94,21.5,60466,12.09
2342,2278980,145,25.96,60483,12.09
2343,2279366,71,19.06,60508,12.09
2344,2280501,240,41.21,60530,12.09
2345,2280764,56,16.76,60548,12.09
2346,2281078,99,21.91,60566,12.09
2347,2282319,302,53.3,60584,12.2
2348,2282341,63,17.91,60602,12.2
2349,2283429,51,15.86,60627,12.2
2350,2283505,51,15.86,60645,12.09
2351,2285337,96,21.67,60663,12.09
2352,2287673,140,25.42,60681,12.2
2353,2287998,248,42.69,60705,12.2
2354,2291197,263,45.37,60810,12.09
2355,2291673,177,30.25,60828,12.2
2356,2292005,111,22.86,60846,12.2
2357,2294380,56,16.76,60864,12.2
2358,2295800,60,17.43,60882,12.2
2359,2297739,287,50.23,60900,12.2
2360,2300098,92,21.32,60918,12.2
2361,2305950,71,19.06,60939,12.2
2362,2306103,432,101.61,60957,12.2
2363,2309311,88,20.96,60975,12.2
2364,2309906,222,37.96,60993,12.2
2365,2310629,231,39.55,61011,12.2
2366,2312050,472,125.87,61029,12.09
2367,2313157,263,45.37,61057,12.2
2368,2314376,419,97.2,61151,12.2
2369,2314788,63,17.91,61169,12.2
2370,2315892,62,17.75,61187,12.2
2371,2316004,255,43.96,61205,12.2
2372,2316478,214,36.49,61230,12.2
2373,2316962,527,155.96,61248,12.2
2374,2317424,145,25.96,61270,12.2
2375,2317987,192,32.67,61288,12.2
2376,2319066,211,35.96,61306,12.2
2377,2320223,78,19.92,61324,12.2
2378,2321415,147,26.19,61349,12.2
2379,2321490,312,55.68,61367,12.2
2380,2322741,179,30.55,61385,12.2
2381,2323109,124,23.92,61402,12.2
2382,2323288,316,56.81,61423,12.2
2383,2326016,140,25.42,61527,12.2
2384,2326587,60,17.43,61545,12.2
2385,2329878,199,33.86,61651,12.2
2386,2330909,71,19.06,61669,12.2
2387,2331001,304,53.73,61687,12.2
2388,2331763,240,41.21,61705,12.2
2389,2335799,304,53.73,61730,12.2
2390,2337117,236,40.44,61748,12.2
2391,2337568,344,64.67,61766,12.2
2392,2337877,88,20.96,61784,12.2
2393,2337984,92,21.32,61801,12.2
2394,2338460,192,32.67,61818,12.2
2395,2338810,207,35.26,61836,12.2
2396,2340129,67,18.51,61872,12.2
2397,2340411,57,16.93,61969,12.2
2398,2341624,115,23.18,61987,12.2
2399,2343525,92,21.32,62005,12.2
2400,2345695,428,101.58,62029,12.2
2401,2346027,209,35.61,62047,12.2
2402,2348558,57,16.93,62065,12.2
2403,2350153,263,45.37,62083,12.2
2404,2350941,286,49.78,62105,12.2
2405,2350966,88,20.96,62123,12.2
2406,2351497,238,40.82,62147,12.2
2407,2355978,240,41.21,62165,12.2
2408,2356113,295,51.75,62183,12.2
2409,2356237,62,17.75,62201,12.2
2410,2358294,63,17.91,62222,12.2
2411,2358742,112,22.94,62326,12.2
2412,2359123,263,45.37,62344,12.2
2413,2359165,79,20.03,62362,12.2
2414,2359627,327,59.28,62380,12.2
2415,2361372,140,25.42,62398,12.2
2416,2363550,143,25.74,62416,12.2
2417,2366347,396,85.28,62441,12.2
2418,2367645,57,16.93,62459,12.2
2419,2367761,51,15.86,62477,12.2
2420,2371550,54,16.41,62495,12.2
2421,2371851,240,41.21,62513,12.2
2422,2371887,159,27.66,62531,12.2
2423,2373269,399,87.3,62549,12.2
2424,2373994,63,17.91,62570,12.2
2425,2376903,252,43.42,62591,12.2
2426,2377531,220,37.58,62688,12.2
2427,2378017,76,19.69,62706,12.2
2428,2378639,96,21.67,62724,12.2
2429,2389391,248,42.69,62748,12.2
2430,2392390,318,57.28,62766,12.2
2431,2393105,254,43.77,62784,12.2
2432,2393706,371,73.82,62802,12.2
2433,2393759,131,24.54,62820,12.2
2434,2393811,376,76.43,62842,12.2
2435,2396275,211,35.96,62866,12.2
2436,2396312,368,72.93,62884,12.2
2437,2396702,63,17.91,62902,12.2
2438,2398312,216,36.85,62920,12.2
2439,2399576,271,46.93,62941,12.2
2440,2400576,273,47.25,63046,12.2
2441,2401332,60,17.43,63064,12.2
2442,2401706,359,69.86,63082,12.2
2443,2402219,56,16.76,63099,12.2
2444,2402795,448,112.41,63117,12.2
2445,2403290,227,38.83,63135,12.2
2446,2403567,51,15.86,63246,12.2
2447,2405814,345,64.98,63264,12.2
2448,2406446,252,43.42,63282,12.2
2449,2408106,108,22.63,63300,12.2
2450,2408675,108,22.63,63318,12.2
2451,2411164,240,41.21,63336,12.2
2452,2411580,62,17.75,63361,12.2
2453,2411783,60,17.43,63382,12.2
2454,2412534,391,82.35,63480,12.2
2455,2412675,255,43.96,63498,12.2
2456,2413072,169,29.05,63516,12.2
2457,2415301,216,36.85,63541,12.2
2458,2415782,220,37.58,63559,12.2
2459,2415818,344,64.67,63577,12.2
2460,2416156,167,28.76,63595,12.2
2461,2416905,67,18.51,63613,12.2
2462,2419700,56,16.76,63631,12.2
2463,2420967,199,33.86,63649,12.2
2464,2421747,172,29.49,63677,12.2
2465,2421862,319,57.64,63695,12.2
2466,2421989,92,21.32,63713,12.2
2467,2422920,159,27.66,63731,12.2
2468,2422958,163,28.2,63752,12.2
2469,2423964,71,19.06,63857,12.2
2470,2424012,248,42.69,63875,12.2
2471,2424909,236,40.44,63893,12.2
2472,2426019,220,37.58,63911,12.2
2473,2427020,56,16.76,63928,12.2
2474,2429090,214,36.49,63946,12.2
2475,2430111,206,35.07,63967,12.41
2476,2432863,268,46.26,63985,12.2
2477,2434612,364,71.71,64003,12.2
2478,2434985,615,227.36,64021,12.2
2479,2435441,49,15.48,64039,12.2
2480,2436935,88,20.96,64056,12.2
2481,2437322,60,17.43,64081,12.2
2482,2440649,432,101.61,64102,12.2
2483,2441678,422,97.97,64199,12.2
2484,2444562,252,43.42,64217,12.2
2485,2444919,63,17.91,64235,12.2
2486,2449493,207,35.26,64260,12.41
2487,2449938,49,15.48,64278,12.2
2488,2450579,56,16.76,64296,12.2
2489,2452265,63,17.91,64314,12.41
2490,2453499,152,26.78,64332,12.2
2491,2453573,268,46.26,64350,12.2
2492,2453651,120,23.58,64368,12.41
2493,2456556,423,97.36,64390,12.2
2494,2456999,214,36.49,64412,12.2
2495,2457035,312,55.68,64430,12.41
2496,2457595,211,35.96,64453,12.2
2497,2458334,63,17.91,64557,12.41
2498,2458734,252,43.42,64575,12.2
2499,2460555,135,24.92,64593,12.2
2500,2461112,368,72.93,64611,12.41
2501,2461497,51,15.86,64629,12.2
2502,2461887,56,16.76,64646,12.2
2503,2462653,79,20.03,64664,12.2
2504,2462766,99,21.91,64685,12.2
2505,2463893,79,20.03,64703,12.2
2506,2464220,254,43.77,64721,12.2
2507,2464658,60,17.43,64739,12.41
2508,2466415,179,30.55,64757,12.2
2509,2466800,206,35.07,64863,12.2
2510,2467012,180,30.71,64887,12.2
2511,2469968,63,17.91,64908,12.2
2512,2473637,259,44.69,65005,12.41
2513,2473771,216,36.85,65023,12.41
2514,2474692,307,54.48,65041,12.2
2515,2474783,54,16.41,65065,12.41
2516,2475164,222,37.96,65082,12.41
2517,2475336,152,26.78,65099,12.63
2518,2475520,145,25.96,65117,12.63
2519,2478441,198,33.69,65135,12.41
2520,2478781,88,20.96,65152,12.41
2521,2479587,291,50.97,65174,12.63
2522,2480515,115,23.18,65192,12.41
2523,2482584,319,57.64,65210,12.41
2524,2482704,51,15.86,65232,12.41
2525,2483220,124,23.92,65255,12.41
2526,2483624,238,40.82,65359,12.41
2527,2483891,67,18.51,65377,12.41
2528,2489910,408,90.57,65395,12.2
2529,2490012,241,41.39,65413,12.41
2530,2494298,71,19.06,65431,12.63
2531,2494754,463,119.23,65449,12.41
2532,2497204,268,46.26,65471,12.63
2533,2498674,248,42.69,65489,12.41
2534,2499776,252,43.42,65507,12.41
2535,2499804,263,45.37,65525,12.41
2536,2499953,148,26.3,65543,12.41
2537,2501139,79,20.03,65561,12.41
2538,2501533,472,125.87,65578,12.41
2539,2502244,225,38.48,65603,12.41
2540,2502364,97,21.75,65703,12.84
2541,2502472,121,23.66,65720,12.63
2542,2503965,225,38.48,65738,12.41
2543,2504032,214,36.49,65756,12.41
2544,2504408,120,23.58,65780,12.41
2545,2505040,86,20.77,65798,12.63
2546,2505450,156,27.28,65816,12.63
2547,2505676,167,28.76,65834,12.41
2548,2506717,78,19.92,65852,12.41
2549,2510822,287,50.23,65870,12.41
2550,2511763,263,45.37,65892,12.63
2551,2512828,89,21.05,65910,12.41
2552,2513639,188,32.01,65928,12.63
2553,2514339,243,41.74,65946,12.84
2554,2515484,96,21.67,65973,12.63
2555,2516673,79,20.03,66078,12.63
2556,2517201,224,38.29,66096,12.84
2557,2517366,79,20.03,66114,12.41
2558,2521351,81,20.25,66132,12.84
2559,2521546,96,21.67,66150,12.63
2560,2522543,88,20.96,66168,12.84
2561,2523487,302,53.3,66190,12.63
2562,2524157,231,39.55,66208,12.84
2563,2525171,76,19.69,66226,12.84
2564,2527212,252,43.42,66244,12.63
2565,2528018,369,73.42,66262,12.84
2566,2529833,369,73.42,66280,12.63
2567,2530571,224,38.29,66297,12.63
2568,2535997,263,45.37,66322,12.84
2569,2536952,94,21.5,66420,12.84
2570,2537201,499,141.24,66438,12.63
2571,2538127,295,51.75,66456,12.63
2572,2539229,385,80.11,66572,12.84
2573,2541171,56,16.76,66590,12.84
2574,2541871,56,16.76,66608,12.84
2575,2542635,156,27.28,66626,12.84
2576,2542846,131,24.54,66644,12.84
2577,2544461,359,69.86,66662,12.84
2578,2544804,70,18.93,66679,12.84
2579,2545985,227,38.83,66700,12.84
2580,2546054,176,30.09,66718,12.84
2581,2547597,287,50.23,66736,12.84
2582,2548884,83,20.46,66757,12.84
2583,2549843,255,43.96,66868,12.84
2584,2550901,131,24.54,66886,12.84
2585,2550989,88,20.96,66904,12.84
2586,2551148,231,39.55,66922,12.84
2587,2551471,92,21.32,66940,12.84
2588,2552036,83,20.46,66958,12.84
2589,2552406,126,24.09,66976,12.63
2590,2552703,145,25.96,66998,12.84
2591,2553525,63,17.91,67016,12.84
2592,2553744,207,35.26,67034,12.84
2593,2554614,227,38.83,67052,12.84
2594,2555581,384,80.08,67070,12.84
2595,2555608,201,34.22,67088,12.84
2596,2558088,63,17.91,67110,12.84
2597,2558615,337,62.3,67131,12.84
2598,2559613,207,35.26,67229,12.84
2599,2559753,159,27.66,67246,12.84
2600,2561358,423,97.36,67264,12.84
2601,2563250,391,82.35,67289,12.84
2602,2564331,99,21.91,67307,12.84
2603,2565420,334,61.44,67325,12.84
2604,2565480,352,66.89,67343,12.84
2605,2566163,60,17.43,67361,12.84
2606,2566423,254,43.77,67379,12.84
2607,2567593,231,39.55,67397,12.84
2608,2569146,88,20.96,67421,12.84
2609,2569686,159,27.66,67438,12.84
2610,2570232,355,68.3,67456,12.09
2611,2571510,209,35.61,67477,12.84
2612,2571780,159,27.66,67574,12.84
2613,2571830,103,22.23,67604,12.84
2614,2572846,83,20.46,67622,12.84
2615,2572908,188,32.01,67640,12.84
2616,2573376,583,201.26,67658,12.84
2617,2573577,79,20.03,67676,12.84
2618,2575429,78,19.92,67693,12.84
2619,2576236,88,20.96,67714,12.84
2620,2576963,94,21.5,67732,12.84
2621,2577295,63,17.91,67750,12.84
2622,2578203,147,26.19,67768,12.84
2623,2578483,167,28.76,67786,12.84
2624,2581302,76,19.69,67804,12.84
2625,2581465,304,53.73,67826,12.84
2626,2582662,71,19.06,67847,12.84
2627,2583221,71,19.06,67944,12.84
2628,2583532,255,43.96,67962,12.84
2629,2584862,255,43.96,67980,12.84
2630,2585728,120,23.58,68005,12.84
2631,2586556,216,36.85,68023,12.84
2632,2587818,432,101.61,68041,12.84
2633,2588353,70,18.93,68059,12.84
2634,2589242,71,19.06,68077,12.84
2635,2591432,94,21.5,68183,12.84
2636,2592579,275,47.73,68208,12.84
2637,2592924,291,50.97,68226,12.84
2638,2594119,321,58.01,68244,12.84
2639,2595151,216,36.85,68262,12.84
2640,2597160,73,19.32,68283,12.84
2641,2597357,295,51.75,68387,12.84
2642,2597857,103,22.23,68405,12.84
2643,2599750,60,17.43,68427,12.84
2644,2599888,62,17.75,68445,12.84
2645,2601204,430,101.41,68463,12.84
2646,2602320,126,24.09,68480,12.84
2647,2602537,216,36.85,68505,12.84
2648,2602573,174,29.79,68523,12.84
2649,2603070,408,90.57,68541,12.84
2650,2603476,51,15.86,68559,12.84
2651,2603743,159,27.66,68577,12.84
2652,2604612,147,26.19,68595,12.84
2653,2604789,97,21.75,68613,12.84
2654,2605067,263,45.37,68638,12.84
2655,2605340,124,23.92,68736,12.84
2656,2606391,268,46.26,68754,12.84
2657,2606623,172,29.49,68772,12.84
2658,2607702,332,61.17,68790,12.84
2659,2607760,192,32.67,68814,12.84
2660,2608938,327,59.28,68832,12.84
2661,2609321,49,15.48,68850,12.84
2662,2609738,231,39.55,68867,12.84
2663,2611564,67,18.51,68885,12.84
2664,2611655,193,32.84,68903,12.84
2665,2612928,67,18.51,68925,12.84
2666,2613074,142,25.64,68943,12.84
2667,2613108,51,15.86,68961,12.84
2668,2613323,216,36.85,68979,12.84
2669,2614579,403,88.99,69002,12.84
2670,2614949,216,36.85,69107,12.84
2671,2615177,307,54.48,69125,12.84
2672,2615458,404,89.13,69143,12.84
2673,2617141,243,41.74,69165,12.84
2674,2617811,99,21.91,69183,12.84
2675,2618937,78,19.92,69201,12.84
2676,2621784,195,33.17,69226,12.84
2677,2623750,56,16.76,69244,12.84
2678,2625085,255,43.96,69262,12.84
2679,2628504,62,17.75,69280,12.84
2680,2630882,319,57.64,69298,12.84
2681,2631228,143,25.74,69316,12.84
2682,2631601,263,45.37,69334,12.84
2683,2635503,332,61.17,69359,12.84
2684,2637299,166,28.62,69457,12.84
2685,2637335,60,17.43,69475,12.84
2686,2637941,284,49.41,69493,12.84
2687,2638111,268,46.26,69511,12.84
2688,2638192,211,35.96,69535,12.84
2689,2639466,371,73.82,69553,12.84
2690,2640788,51,15.86,69571,12.84
2691,2640850,71,19.06,69589,12.84
2692,2641142,88,20.96,69607,12.84
2693,2641630,241,41.39,69624,12.84
2694,2642180,423,97.36,69646,12.84
2695,2642525,99,21.91,69664,12.84
2696,2642710,184,31.36,69682,12.84
2697,2645224,63,17.91,69703,12.84
2698,2647327,281,48.9,69891,12.84
2699,2648911,147,26.19,69915,12.84
2700,2649216,193,32.84,69933,12.84
2701,2649618,248,42.69,69951,12.84
2702,2650244,198,33.69,69969,12.84
2703,2651420,86,20.77,69991,12.84
2704,2653091,143,25.74,70008,12.84
2705,2654642,161,27.93,70032,12.84
2706,2655795,115,23.18,70050,12.84
2707,2656162,99,21.91,70068,12.84
2708,2656628,262,45.24,70086,12.84
2709,2656830,97,21.75,70104,12.84
2710,2657106,199,33.86,70122,12.84
2711,2658302,56,16.76,70144,12.84
2712,2660675,192,32.67,70165,12.84
2713,2661000,176,30.09,70263,12.84
2714,2662440,67,18.51,70281,12.84
2715,2664244,176,30.09,70299,12.84
2716,2665114,60,17.43,70324,12.84
2717,2666366,376,76.43,70342,12.84
2718,2667170,415,95,70360,12.84
2719,2668246,209,35.61,70378,12.84
2720,2668876,89,21.05,70396,12.84
2721,2670178,184,31.36,70413,12.84
2722,2670665,67,18.51,70431,12.84
2723,2672290,79,20.03,70453,12.84
2724,2672537,255,43.96,70470,12.84
2725,2672900,323,58.48,70488,12.84
2726,2675760,152,26.78,70509,12.84
2727,2675883,88,20.96,70607,12.84
2728,2676433,145,25.96,70631,12.84
2729,2678592,115,23.18,70649,12.84
2730,2681294,231,39.55,70667,12.84
2731,2681595,263,45.37,70685,12.84
2732,2681706,92,21.32,70703,12.84
2733,2681985,79,20.03,70726,12.84
2734,2682316,238,40.82,70750,12.84
2735,2682555,224,38.29,70768,12.84
2736,2684231,316,56.81,70786,12.84
2737,2685328,67,18.51,70804,12.84
2738,2686254,113,23.02,70822,12.84
2739,2687769,92,21.32,70840,12.84
2740,2687987,231,39.55,70867,12.84
2741,2689850,199,33.86,70963,12.84
2742,2692929,255,43.96,70981,12.84
2743,2693694,291,50.97,70999,12.84
2744,2693880,227,38.83,71017,12.84
2745,2694525,152,26.78,71042,12.84
2746,2696530,156,27.28,71060,12.84
2747,2696652,174,29.79,71078,12.84
2748,2698992,265,45.75,71096,12.84
2749,2699234,56,16.76,71114,12.84
2750,2699427,49,15.48,71132,12.84
2751,2699516,295,51.75,71150,12.84
2752,2699570,193,32.84,71172,12.84
2753,2700422,252,43.42,71190,12.84
2754,2700476,83,20.46,71208,12.84
2755,2701674,302,53.3,71229,12.84
2756,2702215,384,80.08,71326,12.84
2757,2703477,135,24.92,71350,12.84
2758,2705211,159,27.66,71368,12.84
2759,2705513,211,35.96,71386,12.84
2760,2705766,92,21.32,71404,12.84
2761,2705981,359,69.86,71510,12.84
2762,2706450,211,35.96,71527,12.84
2763,2706498,79,20.03,71557,12.84
2764,2709694,255,43.96,71575,12.84
2765,2709976,408,90.57,71593,12.84
2766,2710124,99,21.91,71611,12.84
2767,2710970,124,23.92,71629,12.84
2768,2711377,76,19.69,71647,12.84
2769,2712193,97,21.75,71672,12.84
2770,2714735,254,43.77,71769,12.84
2771,2715391,92,21.32,71787,12.84
2772,2715555,270,46.71,71805,12.84
2773,2715866,231,39.55,71823,12.84
2774,2716387,56,16.76,71847,12.84
2775,2718046,88,20.96,71865,12.84
2776,2719068,103,22.23,71883,12.84
2777,2719292,71,19.06,71901,12.84
2778,2720182,76,19.69,71919,12.84
2779,2720693,192,32.67,71937,12.84
2780,2721027,179,30.55,71959,12.84
2781,2721116,206,35.07,71976,12.84
2782,2722162,227,38.83,71994,12.84
2783,2722569,334,61.44,72015,12.84
2784,2722833,359,69.86,72113,12.84
2785,2724898,70,18.93,72138,12.84
2786,2725395,131,24.54,72156,12.84
2787,2727968,78,19.92,72174,12.84
2788,2728465,56,16.76,72192,12.84
2789,2730104,167,28.76,72210,12.84
2790,2730192,51,15.86,72228,12.84
2791,2731826,231,39.55,72246,12.84
2792,2732026,167,28.76,72268,12.84
2793,2732087,88,20.96,72291,12.84
2794,2732299,167,28.76,72309,12.84
2795,2733117,88,20.96,72327,12.84
2796,2733245,120,23.58,72345,12.84
2797,2733483,140,25.42,72363,12.84
2798,2734220,176,30.09,72390,12.84
2799,2739610,391,82.35,72488,12.84
2800,2739844,126,24.09,72506,12.84
2801,2740761,327,59.28,72524,12.84
2802,2740982,63,17.91,72542,12.84
2803,2741604,54,16.41,72566,12.84
2804,2741807,216,36.85,72584,12.84
