Event,Ardn_time[ms],ADC[0-1023],SiPM[mV],Deadtime[ms],"Temp[C],"
3888,3769037,192,32.67,101040,14.13
3889,3771481,112,22.94,101151,14.13
3890,3772058,222,37.96,101169,14.13
3891,3772179,433,104.37,101187,14.13
3892,3772560,199,33.86,101204,14.13
3893,3773343,352,66.89,101222,14.13
3894,3774089,152,26.78,101240,14.13
3895,3774374,167,28.76,101264,14.13
3896,3775437,537,162.17,101285,14.13
3897,3776387,103,22.23,101385,14.13
3898,3776843,243,41.74,101403,14.13
3899,3777447,152,26.78,101421,14.13
3900,3777600,227,38.83,101445,14.13
3901,3779773,71,19.06,101467,14.13
3902,3779918,204,34.73,101485,14.13
3903,3780382,60,17.43,101503,14.13
3904,3780467,428,101.58,101521,14.13
3905,3781053,391,82.35,101539,14.13
3906,3781138,216,36.85,101563,14.13
3907,3781298,278,48.3,101581,14.13
3908,3782823,227,38.83,101599,14.13
3909,3783941,140,25.42,101620,14.13
3910,3784079,49,15.48,101720,14.13
3911,3784944,78,19.92,101744,14.13
3912,3784970,284,49.41,101762,14.13
3913,3784996,312,55.68,101780,14.13
3914,3786260,358,69.1,101798,14.13
3915,3786456,300,52.79,101816,14.13
3916,3787354,286,49.78,101834,14.13
3917,3787436,152,26.78,101856,14.13
3918,3787517,423,97.36,101874,14.13
3919,3787563,312,55.68,101892,14.13
3920,3787692,211,35.96,101910,14.13
3921,3789326,391,82.35,101928,14.13
3922,3789675,163,28.2,101945,14.13
3923,3790260,224,38.29,101975,14.13
3924,3790701,255,43.96,102072,14.13
3925,3791366,174,29.79,102090,14.13
3926,3791719,220,37.58,102108,14.13
3927,3792194,271,46.93,102126,14.13
3928,3792222,344,64.67,102144,14.13
3929,3792518,88,20.96,102168,14.13
3930,3793175,281,48.9,102186,14.13
3931,3793563,179,30.55,102208,14.13
3932,3793714,319,57.64,102226,14.13
3933,3794310,304,53.73,102244,14.13
3934,3794356,423,97.36,102262,14.13
3935,3795411,167,28.76,102286,14.13
3936,3795704,295,51.75,102304,14.13
3937,3796405,423,97.36,102325,14.13
3938,3796724,448,112.41,102425,14.13
3939,3797425,275,47.73,102443,14.13
3940,3797594,248,42.69,102467,14.13
3941,3798623,167,28.76,102485,14.13
3942,3800222,240,41.21,102503,14.13
3943,3800824,67,18.51,102521,14.13
3944,3800972,425,99.48,102539,14.13
3945,3801114,295,51.75,102557,14.13
3946,3801169,174,29.79,102579,14.13
3947,3801229,625,226.08,102597,14.13
3948,3801460,319,57.64,102615,14.13
3949,3801619,275,47.73,102633,14.13
3950,3802324,243,41.74,102651,14.13
3951,3802613,163,28.2,102672,14.13
3952,3803798,280,48.67,102867,14.13
3953,3804019,689,300.98,102885,14.13
3954,3804164,56,16.76,102903,14.13
3955,3804302,448,112.41,102921,14.13
3956,3804505,432,101.61,102939,14.13
3957,3804782,526,158.17,102964,14.13
3958,3805177,99,21.91,102982,14.13
3959,3806015,384,80.08,103000,14.13
3960,3806173,275,47.73,103018,14.13
3961,3807468,207,35.26,103040,14.13
3962,3807651,56,16.76,103057,14.13
3963,3808239,67,18.51,103082,14.13
3964,3808616,359,69.86,103100,14.13
3965,3811216,300,52.79,103121,14.13
3966,3812730,295,51.75,103221,14.13
3967,3812969,190,32.33,103239,14.13
3968,3813182,176,30.09,103263,14.13
3969,3813406,67,18.51,103281,14.13
3970,3814430,207,35.26,103299,14.13
3971,3814635,143,25.74,103316,14.13
3972,3815057,415,95,103334,14.13
3973,3815207,384,80.08,103351,14.13
3974,3815826,316,56.81,103368,14.13
3975,3816318,393,83.55,103389,14.13
3976,3816863,248,42.69,103407,14.13
3977,3817101,271,46.93,103425,14.13
3978,3818001,175,29.94,103443,14.13
3979,3818072,86,20.77,103464,14.13
3980,3818977,199,33.86,103570,14.13
3981,3819982,284,49.41,103588,14.13
3982,3820422,124,23.92,103606,14.13
3983,3821002,254,43.77,103624,14.13
3984,3822262,217,37.04,103642,14.13
3985,3822398,103,22.23,103660,14.13
3986,3822453,76,19.69,103685,14.13
3987,3822688,255,43.96,103703,14.13
3988,3822732,423,97.36,103721,14.13
3989,3823887,206,35.07,103739,14.13
3990,3823975,409,91.12,103757,14.13
3991,3824047,224,38.29,103779,14.13
3992,3824099,263,45.37,103804,14.13
3993,3824476,88,20.96,103825,14.13
3994,3824905,211,35.96,103924,14.13
3995,3825362,227,38.83,103942,14.13
3996,3826005,536,160.18,103960,14.13
3997,3826209,192,32.67,103985,14.13
3998,3826457,248,42.69,104003,14.13
3999,3827524,184,31.36,104021,14.13
4000,3827895,399,87.3,104039,14.13
4001,3827985,504,143.61,104057,14.13
4002,3828459,368,72.93,104075,14.13
4003,3828732,231,39.55,104093,14.13
4004,3830086,198,33.69,104115,14.13
4005,3831776,209,35.61,104133,14.13
4006,3831991,88,20.96,104154,14.13
4007,3832615,295,51.75,104253,14.13
4008,3832958,199,33.86,104271,14.13
4009,3833681,280,48.67,104295,14.13
4010,3834794,81,20.25,104313,14.13
4011,3835455,451,113.08,104331,14.13
4012,3835759,99,21.91,104349,14.13
4013,3836389,231,39.55,104367,14.13
4014,3836437,199,33.86,104385,14.13
4015,3837088,108,22.63,104495,14.13
4016,3837441,271,46.93,104513,14.13
4017,3838287,391,82.35,104531,14.13
4018,3839039,96,21.67,104549,14.13
4019,3839103,352,66.89,104567,14.13
4020,3839198,248,42.69,104590,14.13
4021,3839430,353,67.64,104701,14.13
4022,3840073,280,48.67,104719,14.13
4023,3840525,348,65.64,104737,14.13
4024,3840949,152,26.78,104755,14.13
4025,3843038,304,53.73,104773,14.13
4026,3843600,105,22.39,104797,14.13
4027,3843624,275,47.73,104815,14.13
4028,3843890,391,82.35,104833,14.13
4029,3844882,227,38.83,104851,14.13
4030,3845556,216,36.85,104869,14.13
4031,3845894,147,26.19,104887,14.13
4032,3846499,103,22.23,104909,14.13
4033,3846817,561,174.17,104927,14.13
4034,3847276,159,27.66,104948,14.13
4035,3847593,312,55.68,105047,14.13
4036,3848280,238,40.82,105065,14.13
4037,3849157,255,43.96,105090,14.13
4038,3850417,211,35.96,105108,14.13
4039,3850596,67,18.51,105126,14.13
4040,3851357,324,58.89,105144,14.13
4041,3851514,227,38.83,105162,14.13
4042,3851566,430,101.41,105180,14.13
4043,3853135,204,34.73,105197,14.13
4044,3853324,49,15.48,105218,14.13
4045,3853443,209,35.61,105236,14.13
4046,3853669,108,22.63,105254,14.13
4047,3854047,344,64.67,105272,14.13
4048,3855577,236,40.44,105295,14.13
4049,3855895,398,85.63,105402,14.13
4050,3856849,352,66.89,105424,14.13
4051,3857995,143,25.74,105442,14.13
4052,3858168,126,24.09,105460,14.13
4053,3859151,140,25.42,105478,14.13
4054,3859275,216,36.85,105496,14.13
4055,3859383,176,30.09,105520,14.13
4056,3859641,369,73.42,105538,14.13
4057,3859944,536,160.18,105556,14.13
4058,3860559,243,41.74,105574,14.13
4059,3861208,632,232.56,105592,14.13
4060,3861818,159,27.66,105610,14.13
4061,3862319,300,52.79,105632,14.13
4062,3862432,127,24.18,105653,14.13
4063,3862734,220,37.58,105752,14.13
4064,3862955,152,26.78,105770,14.13
4065,3863126,211,35.96,105788,14.13
4066,3863716,243,41.74,105813,14.13
4067,3863854,172,29.49,105831,14.13
4068,3864551,140,25.42,105849,14.13
4069,3865678,214,36.49,105867,14.13
4070,3865780,167,28.76,105885,14.13
4071,3866044,227,38.83,105903,14.13
4072,3868520,216,36.85,105921,14.13
4073,3869235,243,41.74,105942,14.13
4074,3869787,51,15.86,105960,14.13
4075,3869830,287,50.23,105978,14.13
4076,3870260,384,80.08,105999,14.13
4077,3870528,284,49.41,106099,14.13
4078,3870836,275,47.73,106211,14.13
4079,3871338,620,217.12,106229,14.13
4080,3871659,376,76.43,106252,14.13
4081,3871779,295,51.75,106270,14.13
4082,3872437,152,26.78,106288,14.13
4083,3872781,575,187.3,106313,14.13
4084,3874553,608,202.86,106331,14.13
4085,3874750,465,122.12,106349,14.13
4086,3875299,240,41.21,106367,14.13
4087,3875541,224,38.29,106385,14.13
4088,3875702,291,50.97,106403,14.13
4089,3878551,176,30.09,106431,14.13
4090,3878816,432,101.61,106529,14.13
4091,3878897,255,43.96,106547,14.13
4092,3878978,121,23.66,106565,14.13
4093,3879862,403,88.99,106583,14.13
4094,3880145,280,48.67,106601,14.13
4095,3880444,387,81.05,106625,14.13
4096,3880545,167,28.76,106643,14.13
4097,3880794,159,27.66,106661,14.13
4098,3880815,224,38.29,106679,14.13
4099,3881272,89,21.05,106697,14.13
4100,3881336,124,23.92,106714,14.13
4101,3881907,190,32.33,106736,14.13
4102,3882253,193,32.84,106754,14.13
4103,3883810,143,25.74,106775,14.13
4104,3883987,195,33.17,106875,14.13
4105,3884200,403,88.99,106892,14.13
4106,3884366,184,31.36,106917,14.13
4107,3884470,167,28.76,106935,14.13
4108,3884574,312,55.68,106953,14.13
4109,3884705,305,53.88,106971,14.13
4110,3884933,284,49.41,106994,14.13
4111,3885014,323,58.48,107012,14.13
4112,3886278,135,24.92,107037,14.13
4113,3886700,275,47.73,107055,14.13
4114,3887909,312,55.68,107073,14.13
4115,3888416,174,29.79,107091,14.13
4116,3888479,344,64.67,107109,14.13
4117,3889121,192,32.67,107130,14.13
4118,3889923,209,35.61,107236,14.13
4119,3890290,448,112.41,107254,14.13
4120,3890612,316,56.81,107272,14.13
4121,3891281,167,28.76,107290,14.13
4122,3891428,305,53.88,107308,14.13
4123,3891959,352,66.89,107326,14.13
4124,3891995,67,18.51,107347,14.13
4125,3892115,63,17.91,107365,14.13
4126,3892705,344,64.67,107383,14.13
4127,3892821,224,38.29,107401,14.13
4128,3893828,152,26.78,107419,14.13
4129,3894845,287,50.23,107437,14.13
4130,3895411,56,16.76,107459,14.13
4131,3896376,428,101.58,107480,14.13
4132,3896802,192,32.67,107580,14.13
4133,3897022,192,32.67,107598,14.13
4134,3897401,184,31.36,107616,14.13
4135,3897640,467,121.56,107641,14.13
4136,3898328,184,31.36,107659,14.13
4137,3899175,310,55.16,107677,14.13
4138,3899923,193,32.84,107695,14.13
4139,3900227,286,49.78,107713,14.13
4140,3900430,49,15.48,107735,14.13
4141,3900565,240,41.21,107848,14.13
4142,3900585,179,30.55,107866,14.13
4143,3900913,70,18.93,107884,14.13
4144,3901709,199,33.86,107902,14.13
4145,3901886,159,27.66,107925,14.13
4146,3903280,156,27.28,108032,14.13
4147,3903862,126,24.09,108050,14.13
4148,3905064,284,49.41,108068,14.13
4149,3905312,348,65.64,108086,14.13
4150,3905872,199,33.86,108104,14.13
4151,3905892,419,97.2,108122,14.13
4152,3906623,227,38.83,108144,14.13
4153,3906712,307,54.48,108162,14.13
4154,3906788,56,16.76,108180,14.13
4155,3907810,184,31.36,108198,14.13
4156,3907861,287,50.23,108216,14.13
4157,3908062,88,20.96,108234,14.13
4158,3908762,127,24.18,108251,14.13
4159,3908982,275,47.73,108276,14.13
4160,3909355,415,95,108377,14.13
4161,3909747,207,35.26,108394,14.13
4162,3910288,295,51.75,108412,14.13
4163,3910365,83,20.46,108430,14.13
4164,3911421,230,39.39,108454,14.13
4165,3911441,231,39.55,108472,14.13
4166,3912119,51,15.86,108490,14.13
4167,3912192,460,119.54,108508,14.13
4168,3912911,190,32.33,108526,14.13
4169,3912987,342,64.07,108543,14.13
4170,3913174,233,39.92,108572,14.13
4171,3913221,120,23.58,108590,14.13
4172,3913456,56,16.76,108608,14.13
4173,3913995,384,80.08,108631,14.13
4174,3914163,188,32.01,108730,14.13
4175,3914810,263,45.37,108754,14.13
4176,3914924,115,23.18,108772,14.13
4177,3914955,103,22.23,108790,14.13
4178,3915131,204,34.73,108808,14.13
4179,3915166,76,19.69,108826,14.13
4180,3915612,163,28.2,108844,14.13
4181,3916872,342,64.07,108866,14.13
4182,3917088,190,32.33,108884,14.13
4183,3917944,239,41.02,108902,14.13
4184,3918778,399,87.3,108920,14.13
4185,3919037,545,167.38,108938,14.13
4186,3919513,355,68.3,108959,14.13
4187,3920730,152,26.78,109065,14.13
4188,3920797,335,61.77,109083,14.13
4189,3921601,304,53.73,109101,14.13
4190,3921693,408,90.57,109119,14.13
4191,3921925,319,57.64,109137,14.13
4192,3922682,48,15.29,109154,14.13
4193,3923480,231,39.55,109175,14.13
4194,3923872,172,29.49,109193,14.13
4195,3924804,172,29.49,109211,14.13
4196,3925174,211,35.96,109229,14.13
4197,3925650,393,83.55,109247,14.13
4198,3926079,582,193.83,109265,14.13
4199,3926527,211,35.96,109287,14.13
4200,3926631,335,61.77,109314,14.13
4201,3927257,207,35.26,109413,14.13
4202,3927296,241,41.39,109431,14.13
4203,3927643,415,95,109449,14.13
4204,3928071,209,35.61,109561,14.13
4205,3928128,227,38.83,109579,14.13
4206,3929129,403,88.99,109597,14.13
4207,3929197,396,85.28,109615,14.13
4208,3929311,204,34.73,109633,14.13
4209,3929647,127,24.18,109651,14.13
4210,3929797,316,56.81,109675,14.13
4211,3929895,49,15.48,109693,14.13
4212,3930257,62,17.75,109711,14.13
4213,3930598,319,57.64,109729,14.13
4214,3931091,473,126.29,109761,14.13
4215,3931634,423,97.36,109868,14.13
4216,3931748,224,38.29,109886,14.13
4217,3931871,184,31.36,109904,14.13
4218,3932587,83,20.46,109922,14.13
4219,3932705,167,28.76,109940,14.13
4220,3933208,364,71.71,109962,14.13
4221,3933255,335,61.77,109980,14.13
4222,3933651,345,64.98,109998,14.13
4223,3934373,268,46.26,110016,14.13
4224,3935136,198,33.69,110034,14.13
4225,3935245,438,107.18,110052,14.13
4226,3936227,152,26.78,110070,14.13
4227,3936256,71,19.06,110091,14.13
4228,3936832,174,29.79,110112,14.13
4229,3937328,240,41.21,110218,14.13
4230,3937924,49,15.48,110236,14.13
4231,3938037,192,32.67,110261,14.13
4232,3938237,145,25.96,110279,14.13
4233,3938797,163,28.2,110297,14.13
4234,3938842,224,38.29,110315,14.13
4235,3939133,176,30.09,110333,14.13
4236,3939824,248,42.69,110351,14.13
4237,3940249,227,38.83,110369,14.13
4238,3940465,199,33.86,110393,14.13
4239,3940545,403,88.99,110411,14.13
4240,3942299,108,22.63,110429,14.13
4241,3943650,240,41.21,110447,14.13
4242,3943782,387,81.05,110468,14.13
4243,3944855,228,39,110576,14.13
4244,3945229,617,223.47,110594,14.13
4245,3945762,65,18.22,110612,14.13
4246,3946678,159,27.66,110630,14.13
4247,3947154,88,20.96,110648,14.13
4248,3948213,67,18.51,110666,14.13
4249,3948266,167,28.76,110688,14.13
4250,3948325,280,48.67,110706,14.13
4251,3949327,316,56.81,110724,14.13
4252,3950394,216,36.85,110742,14.13
4253,3951026,284,49.41,110760,14.13
4254,3951222,280,48.67,110778,14.13
4255,3951453,198,33.69,110796,14.13
4256,3951599,240,41.21,110821,14.13
4257,3952501,79,20.03,110921,14.13
4258,3952768,167,28.76,110939,14.13
4259,3953294,83,20.46,110962,14.13
4260,3954455,415,95,110987,14.13
4261,3954885,225,38.48,111005,14.13
4262,3955290,192,32.67,111023,14.13
4263,3955331,271,46.93,111041,14.13
4264,3955883,56,16.76,111059,14.13
4265,3956153,224,38.29,111165,14.13
4266,3956208,192,32.67,111190,14.13
4267,3956347,190,32.33,111208,14.13
4268,3956478,329,59.91,111226,14.13
4269,3956759,248,42.69,111244,14.13
4270,3956879,207,35.26,111265,14.13
4271,3957218,135,24.92,111372,14.13
4272,3957977,568,189.84,111390,14.13
4273,3958363,176,30.09,111408,14.13
4274,3958447,291,50.97,111426,14.13
4275,3960248,71,19.06,111444,14.13
4276,3960282,353,67.64,111462,14.13
4277,3960876,159,27.66,111480,14.13
4278,3961077,204,34.73,111501,14.13
4279,3961118,224,38.29,111519,14.13
4280,3961206,332,61.17,111537,14.13
4281,3961269,291,50.97,111555,14.13
4282,3961516,140,25.42,111573,14.13
4283,3961776,115,23.18,111594,14.13
4284,3962244,195,33.17,111701,14.13
4285,3962840,195,33.17,111719,14.13
4286,3962892,550,172.2,111737,14.13
4287,3964320,225,38.48,111755,14.13
4288,3964750,158,27.53,111773,14.13
4289,3964872,76,19.69,111802,14.13
4290,3965899,184,31.36,111820,14.13
4291,3966152,179,30.55,111838,14.13
4292,3966499,435,104.92,111856,14.13
4293,3966650,268,46.26,111874,14.13
4294,3966758,96,21.67,111892,14.13
4295,3966987,273,47.25,111914,14.13
4296,3967310,327,59.28,111932,14.13
4297,3967859,62,17.75,111955,14.13
4298,3968230,216,36.85,112055,14.13
4299,3968658,263,45.37,112073,14.13
4300,3969045,359,69.86,112098,14.13
4301,3969402,312,55.68,112116,14.13
4302,3969454,316,56.81,112134,14.13
4303,3969540,224,38.29,112152,14.13
4304,3970192,255,43.96,112170,14.13
4305,3970694,193,32.84,112188,14.13
4306,3970881,537,162.17,112206,14.13
4307,3970968,192,32.67,112228,14.13
4308,3971311,81,20.25,112246,14.13
4309,3971783,344,64.67,112264,14.13
4310,3972219,433,104.37,112282,14.13
4311,3972455,224,38.29,112303,14.13
4312,3973775,153,26.9,112410,14.13
4313,3974575,390,82.7,112428,14.13
4314,3974968,543,164.77,112446,14.13
4315,3975715,419,97.2,112464,14.13
4316,3976353,300,52.79,112481,14.13
4317,3976819,262,45.24,112499,14.13
4318,3977095,302,53.3,112521,14.13
4319,3978303,313,56.02,112543,14.13
4320,3978706,608,202.86,112561,14.13
4321,3978873,135,24.92,112579,14.13
4322,3979003,163,28.2,112597,14.13
4323,3979447,448,112.41,112615,14.13
4324,3980022,419,97.2,112640,14.13
4325,3980142,403,88.99,112661,14.13
4326,3980508,295,51.75,112761,14.13
4327,3980567,423,97.36,112779,14.13
4328,3981020,150,26.54,112887,14.13
4329,3981650,88,20.96,112911,14.13
4330,3982416,252,43.42,112929,14.13
4331,3983223,51,15.86,112947,14.13
4332,3983297,184,31.36,112965,14.13
4333,3983810,294,51.51,112983,14.13
4334,3984090,255,43.96,113001,14.13
4335,3984342,358,69.1,113023,14.13
4336,3984748,217,37.04,113041,14.13
4337,3984863,143,25.74,113059,14.13
4338,3985257,184,31.36,113077,14.13
4339,3985345,467,121.56,113098,14.13
4340,3985736,271,46.93,113205,14.13
4341,3985864,159,27.66,113223,14.13
4342,3986143,248,42.69,113241,14.13
4343,3986556,206,35.07,113259,14.13
4344,3986890,207,35.26,113277,14.13
4345,3987044,159,27.66,113295,14.13
4346,3988054,284,49.41,113312,14.13
4347,3988245,124,23.92,113333,14.13
4348,3988511,286,49.78,113351,14.13
4349,3989001,252,43.42,113373,14.13
4350,3989161,156,27.28,113391,14.13
4351,3989721,143,25.74,113409,14.13
4352,3989961,211,35.96,113427,14.13
4353,3990407,231,39.55,113454,14.13
4354,3990605,255,43.96,113553,14.13
4355,3990715,192,32.67,113571,14.13
4356,3990821,71,19.06,113589,14.13
4357,3991057,207,35.26,113607,14.13
4358,3991317,225,38.48,113631,14.13
4359,3991740,255,43.96,113649,14.13
4360,3992292,79,20.03,113667,14.13
4361,3992577,262,45.24,113685,14.13
4362,3992644,51,15.86,113703,14.13
4363,3992747,387,81.05,113721,14.13
4364,3992777,216,36.85,113746,14.13
4365,3992798,231,39.55,113764,14.13
4366,3992933,176,30.09,113782,14.13
4367,3993818,231,39.55,113803,14.13
4368,3994162,271,46.93,113903,14.13
4369,3995445,224,38.29,113928,14.13
4370,3996343,291,50.97,113946,14.13
4371,3996453,323,58.48,113964,14.13
4372,3996495,113,23.02,113982,14.13
4373,3997036,515,147.53,114000,14.13
4374,3997239,204,34.73,114018,14.13
4375,3997578,430,101.41,114036,14.13
4376,3997606,265,45.75,114057,14.13
4377,3998071,115,23.18,114075,14.13
4378,3998398,211,35.96,114093,14.13
4379,3998505,775,556.41,114115,14.13
4380,3999368,295,51.75,114138,14.13
4381,3999683,89,21.05,114246,14.13
4382,3999896,206,35.07,114264,14.13
4383,4000970,332,61.17,114282,14.13
4384,4001109,225,38.48,114300,14.13
4385,4002186,339,62.98,114318,14.13
4386,4002601,481,129.57,114336,14.13
4387,4003113,275,47.73,114358,14.13
4388,4003317,415,95,114376,14.13
4389,4003385,436,106.16,114394,14.13
4390,4003606,227,38.83,114412,14.13
4391,4003913,625,226.08,114519,14.13
4392,4004528,268,46.26,114537,14.13
4393,4005205,334,61.44,114561,14.13
4394,4005726,380,78.12,114582,14.13
4395,4007370,150,26.54,114682,14.13
4396,4008242,275,47.73,114700,14.13
4397,4008997,184,31.36,114718,14.13
4398,4009540,415,95,114742,14.13
4399,4009650,56,16.76,114760,14.13
4400,4011002,147,26.19,114778,14.13
4401,4011165,423,97.36,114796,14.13
4402,4011504,273,47.25,114814,14.13
4403,4011903,337,62.3,114832,14.13
4404,4012052,444,109.09,114854,14.13
4405,4012961,387,81.05,114872,14.13
4406,4013368,115,23.18,114890,14.13
4407,4013435,307,54.48,114908,14.13
4408,4013484,248,42.69,114929,14.13
4409,4013958,300,52.79,115042,14.13
4410,4014482,271,46.93,115060,14.13
4411,4015432,129,24.35,115078,11.98
4412,4015551,199,33.86,115096,14.13
4413,4015989,307,54.48,115114,14.13
4414,4016720,207,35.26,115132,14.13
4415,4016910,329,59.91,115154,14.13
4416,4016938,377,76.28,115172,14.13
4417,4017064,124,23.92,115190,14.13
4418,4017496,423,97.36,115208,14.13
4419,4017551,204,34.73,115226,14.13
4420,4018027,172,29.49,115244,14.13
4421,4018313,344,64.67,115262,14.13
4422,4019007,231,39.55,115289,14.13
4423,4019663,263,45.37,115389,14.13
4424,4019701,275,47.73,115407,14.13
4425,4019753,143,25.74,115425,14.13
4426,4019921,412,92.93,115443,14.13
4427,4020145,391,82.35,115467,14.13
4428,4020274,334,61.44,115485,14.13
4429,4020906,211,35.96,115503,14.13
4430,4021492,135,24.92,115521,14.13
4431,4021646,54,16.41,115539,14.13
4432,4023261,248,42.69,115556,14.13
4433,4023864,198,33.69,115578,14.13
4434,4023920,348,65.64,115596,14.13
4435,4025313,344,64.67,115614,14.13
4436,4025937,391,82.35,115635,14.13
4437,4027035,319,57.64,115735,14.13
4438,4027333,352,66.89,115765,14.13
4439,4027529,240,41.21,115783,14.13
4440,4028054,280,48.67,115801,14.13
4441,4028124,344,64.67,115819,14.13
4442,4028447,344,64.67,115837,14.13
4443,4028485,103,22.23,115855,14.13
4444,4028689,329,59.91,115877,14.13
4445,4028711,319,57.64,115895,14.13
4446,4028903,152,26.78,115913,14.13
4447,4028937,227,38.83,115931,14.13
4448,4029704,366,72.41,115949,14.13
4449,4029926,207,35.26,115970,14.13
4450,4030351,268,46.26,116077,14.13
4451,4030488,227,38.83,116095,14.13
4452,4030741,184,31.36,116113,14.13
4453,4030867,179,30.55,116131,14.13
4454,4031139,88,20.96,116238,14.13
4455,4031168,364,71.71,116263,14.13
4456,4031249,166,28.62,116281,14.13
4457,4031548,115,23.18,116299,14.13
4458,4031695,307,54.48,116317,14.13
4459,4032567,271,46.93,116335,14.13
4460,4032586,163,28.2,116353,14.13
4461,4032921,391,82.35,116371,14.13
4462,4033503,192,32.67,116392,14.13
4463,4034207,432,101.61,116413,14.13
4464,4034956,152,26.78,116513,14.13
4465,4035329,574,181.47,116531,14.13
4466,4036886,217,37.04,116549,14.13
4467,4037005,192,32.67,116573,14.13
4468,4037171,198,33.69,116595,14.13
4469,4037877,335,61.77,116613,14.13
4470,4038093,255,43.96,116631,14.13
4471,4038396,167,28.76,116649,14.13
4472,4038534,305,53.88,116667,14.13
4473,4038629,159,27.66,116691,14.13
4474,4039883,246,42.3,116709,14.13
4475,4040286,209,35.61,116727,14.13
4476,4040874,236,40.44,116745,14.13
4477,4041008,262,45.24,116766,14.13
4478,4041355,273,47.25,116873,14.13
4479,4041429,67,18.51,116891,14.13
4480,4041834,359,69.86,116909,14.13
4481,4042207,79,20.03,116927,14.13
4482,4042718,158,27.53,116945,14.13
4483,4042780,316,56.81,116963,14.13
4484,4043141,241,41.39,116985,14.13
4485,4043426,304,53.73,117003,14.13
4486,4043498,63,17.91,117021,14.13
4487,4043814,89,21.05,117039,14.13
4488,4044013,193,32.84,117056,14.13
4489,4044515,337,62.3,117074,14.13
4490,4045065,79,20.03,117092,14.13
4491,4045326,127,24.18,117119,14.13
4492,4045518,193,32.84,117219,14.13
4493,4045552,384,80.08,117237,14.13
4494,4045633,94,21.5,117255,14.13
4495,4045704,225,38.48,117273,14.13
4496,4045898,220,37.58,117297,14.13
4497,4046068,230,39.39,117315,14.13
4498,4046238,270,46.71,117337,14.13
4499,4047096,227,38.83,117355,14.13
4500,4047289,135,24.92,117373,14.13
4501,4047340,248,42.69,117391,14.13
4502,4047767,324,58.89,117415,14.13
4503,4048152,780,538.09,117433,14.13
4504,4048454,156,27.28,117451,14.13
4505,4048586,408,90.57,117472,14.13
4506,4048844,307,54.48,117572,14.13
4507,4049184,312,55.68,117596,14.13
4508,4049253,240,41.21,117614,14.13
4509,4049463,192,32.67,117632,14.13
4510,4049501,280,48.67,117650,14.13
4511,4049958,142,25.64,117668,14.13
4512,4050080,192,32.67,117686,14.13
4513,4050346,207,35.26,117708,14.13
4514,4050716,216,36.85,117726,14.13
4515,4052198,231,39.55,117744,14.13
4516,4052697,120,23.58,117762,14.13
4517,4053422,177,30.25,117868,14.13
4518,4053479,352,66.89,117886,14.13
4519,4053834,304,53.73,117916,14.13
4520,4054115,94,21.5,118014,14.13
4521,4054344,177,30.25,118032,14.13
4522,4054494,65,18.22,118050,14.13
4523,4055940,220,37.58,118068,14.13
4524,4056210,248,42.69,118093,14.13
4525,4056241,262,45.24,118111,14.13
4526,4056271,255,43.96,118129,14.13
4527,4056429,199,33.86,118147,14.13
4528,4056481,172,29.49,118169,14.13
4529,4056723,70,18.93,118187,14.13
4530,4057227,224,38.29,118212,14.13
4531,4057277,415,95,118230,14.13
4532,4057987,583,201.26,118248,14.13
4533,4058164,428,101.58,118269,14.13
4534,4058761,115,23.18,118369,14.13
4535,4058832,286,49.78,118394,14.13
4536,4059524,220,37.58,118412,14.13
4537,4060101,76,19.69,118430,14.13
4538,4060294,206,35.07,118448,14.02
4539,4060563,280,48.67,118466,14.13
4540,4060901,376,76.43,118484,14.13
4541,4060921,284,49.41,118502,14.13
4542,4060963,255,43.96,118524,14.13
4543,4061294,236,40.44,118542,14.13
4544,4061343,423,97.36,118560,14.13
4545,4061797,147,26.19,118578,14.13
4546,4061837,284,49.41,118599,14.13
4547,4062146,120,23.58,118706,14.13
4548,4062470,364,71.71,118724,14.13
4549,4062592,263,45.37,118742,14.13
4550,4062671,430,101.41,118760,14.13
4551,4062894,60,17.43,118777,14.13
4552,4062979,499,141.24,118795,14.13
4553,4063177,312,55.68,118820,14.13
4554,4063658,671,277.06,118838,14.13
4555,4063896,255,43.96,118856,14.13
4556,4064270,179,30.55,118874,14.13
4557,4064479,231,39.55,118892,14.13
4558,4064710,668,291.28,118914,14.13
4559,4064806,124,23.92,118939,14.13
4560,4064843,440,109.25,118960,14.13
4561,4065224,137,25.12,119060,14.13
4562,4065598,246,42.3,119078,14.13
4563,4065687,184,31.36,119096,14.13
4564,4065770,227,38.83,119121,14.13
4565,4065955,63,17.91,119139,14.13
4566,4066111,216,36.85,119157,14.13
4567,4066282,425,99.48,119175,14.13
4568,4066401,176,30.09,119193,14.13
4569,4066529,73,19.32,119211,14.13
4570,4066583,63,17.91,119229,14.13
4571,4066908,287,50.23,119251,14.13
4572,4067042,163,28.2,119269,14.13
4573,4067218,335,61.77,119287,14.13
4574,4067345,103,22.23,119308,14.13
4575,4067587,248,42.69,119409,14.13
4576,4067774,304,53.73,119433,14.13
4577,4067921,167,28.76,119451,14.13
4578,4067968,376,76.43,119469,14.13
4579,4068178,271,46.93,119487,14.13
4580,4068348,62,17.75,119594,14.13
4581,4068560,319,57.64,119612,14.13
4582,4068722,159,27.66,119636,14.13
4583,4068839,211,35.96,119654,14.13
4584,4069071,339,62.98,119672,14.13
4585,4069123,211,35.96,119690,14.13
